"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"OURSEL-MAISON",60,488,"L'acquisition de divers matériels, d'équipements festifs et la pose de bornes amovibles",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"OURSEL-MAISON",60,1713,"La restauration du tableau de l'église ""La résurrection du Christ""",122,"VASSELLE Alain",60,2011,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"OURSEL-MAISON",60,2099,"La restauration du choeur de l'église",122,"VASSELLE Alain",60,2008,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"OURSEL-MAISON",60,4078,"Travaux de menuiserie à la salle polyvalente",122,"VASSELLE Alain",60,2011,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"OURSEL-MAISON",60,6110,"La restauration de la façade ouest de l'église",122,"VASSELLE Alain",60,2006,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"OUSSE-SUZAN",40,12750,"La construction d'un hangar communal",122,"CARRERE Jean-Louis",40,2012,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"OUSSON-SUR-LOIRE",45,5000,"La réfection de la toiture de l'église",122,"SUEUR Jean-Pierre",45,2012,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"OUZOUER-LE-DOYEN",41,4000,"La réfection de la voie communale n°1, au hameau de Heauville",122,"GOURAULT Jacqueline",41,2012,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"OYE-ET-PALLET",25,1800,"L'acquisition de mobilier pour la salle de convivialité",122,"HUMBERT Jean-François",25,2012,"Jean-François","Humbert","H","http://www.senat.fr/senateur/humbert_jean_francois98028v.html","http://nossenateurs.fr/jean-francois-humbert","http://nossenateurs.fr/jean-francois-humbert/json"
"OYE-PLAGE",62,6391,"La construction d'une tribune couverte sur le terrain de football situé rue du Hasard",122,"SERGENT Michel",62,2009,"Michel","Sergent","H","http://www.senat.fr/senateur/sergent_michel92043t.html","http://nossenateurs.fr/michel-sergent","http://nossenateurs.fr/michel-sergent/json"
"OYSONVILLE",28,2500,"La réhabilitation de l'ancien presbytère en logements sociaux",122,"CORNU Gérard",28,2011,"Gérard","Cornu","H","http://www.senat.fr/senateur/cornu_gerard98023q.html","http://nossenateurs.fr/gerard-cornu","http://nossenateurs.fr/gerard-cornu/json"
"OZE",5,2400,"La réfection du réseau d'adduction d'eau potable et l'installation d'une borne incendie au quartier du Champ de Doire",122,"BERNARD-REYMOND Pierre",5,2011,"Pierre","Bernard-Reymond","H","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://nossenateurs.fr/pierre-bernard-reymond","http://nossenateurs.fr/pierre-bernard-reymond/json"
"OZERAILLES",54,8000,"La construction d'une station d'épuration et la réhabilitation des réseaux d'assainissement",122,"DIDIER Evelyne",54,2012,"Évelyne","Didier","F","http://www.senat.fr/senateur/didier_evelyne01015l.html","http://nossenateurs.fr/evelyne-didier","http://nossenateurs.fr/evelyne-didier/json"
"OZOURT",40,20000,"Des travaux d'aménagement de la traverse d'agglomération",122,"CARRERE Jean-Louis",40,2012,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"PACE",35,10200,"La construction d'un préau et le réaménagement des sanitaires au groupe scolaire Guy Gérard",122,"de LEGGE Dominique",35,2011,"Dominique de","Legge","H","http://www.senat.fr/senateur/de_legge_dominique08034u.html","http://nossenateurs.fr/dominique-de-legge","http://nossenateurs.fr/dominique-de-legge/json"
"PAGNEY-DERRIERE-BARINE",54,275,"L'aménagement des abords du transformateur et de la ruelle du Grand Ruisseau",122,"PANIS Jacqueline",54,2010,"Jacqueline","Panis","F","http://www.senat.fr/senateur/panis_jacqueline07023m.html","http://nossenateurs.fr/jacqueline-panis","http://nossenateurs.fr/jacqueline-panis/json"
"PAGNY-LES-GOIN",57,1561,"La mise aux normes des installations électriques de l'église",122,"MASSERET Jean-Pierre",57,2010,"Jean-Pierre","Masseret","H","http://www.senat.fr/senateur/masseret_jean_pierre83042r.html","http://nossenateurs.fr/jean-pierre-masseret","http://nossenateurs.fr/jean-pierre-masseret/json"
"PAILLART",60,3165,"L'aménagement d'un jardin du souvenir",122,"MARINI Philippe",60,2012,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"PAIMPONT",35,15000,"L'aménagement de la place du Roi Saint-Judicaël",122,"de LEGGE Dominique",35,2012,"Dominique de","Legge","H","http://www.senat.fr/senateur/de_legge_dominique08034u.html","http://nossenateurs.fr/dominique-de-legge","http://nossenateurs.fr/dominique-de-legge/json"
"PAISSY",2,7000,"L'aménagement des combles de la mairie",122,"LEFEVRE Antoine",2,2012,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"PAIZAY-LE-SEC",86,7437,"La construction d'une station de traitement des eaux usées et la réhabilitation des réseaux d'assainissement",122,"FOUCHE Alain",86,2011,"Alain","Fouché","H","http://www.senat.fr/senateur/fouche_alain02002k.html","http://nossenateurs.fr/alain-fouche","http://nossenateurs.fr/alain-fouche/json"
"PAIZAY-LE-TORT",79,2267,"La mise aux normes et l'extension de la salle des fêtes",122,"DULAIT André",79,2010,"André","Dulait","H","http://www.senat.fr/senateur/dulait_andre95028h.html","http://nossenateurs.fr/andre-dulait","http://nossenateurs.fr/andre-dulait/json"
"PALADRU",38,10000,"La réhabilitation et la mise en accessibilité de la mairie",122,"FAURE Jean",38,2010,"Jean","Faure","H","http://www.senat.fr/senateur/faure_jean83031n.html","http://nossenateurs.fr/jean-faure","http://nossenateurs.fr/jean-faure/json"
"PALAISEUL",52,5000,"Des travaux de voirie (2ème tranche)",122,"GUENE Charles",52,2012,"Charles","Guené","H","http://www.senat.fr/senateur/guene_charles01057w.html","http://nossenateurs.fr/charles-guene","http://nossenateurs.fr/charles-guene/json"
"PALAU-DE-CERDAGNE",66,1546,"La construction d'un bassin de rétention des eaux de pluie",122,"ALDUY Jean-Paul",66,2011,"Jean-Paul","Alduy","H","http://www.senat.fr/senateur/alduy_jean_paul01006k.html","http://nossenateurs.fr/jean-paul-alduy","http://nossenateurs.fr/jean-paul-alduy/json"
"PALLEVILLE",81,17614,"La réhabilitation et l'extension de la Maison des associations",122,"PASTOR Jean-Marc",81,2011,"Jean-Marc","Pastor","H","http://www.senat.fr/senateur/pastor_jean_marc95052h.html","http://nossenateurs.fr/jean-marc-pastor","http://nossenateurs.fr/jean-marc-pastor/json"
"PANILLEUSE",27,1200,"L'enfouissement des réseaux électriques et téléphoniques, rue aux Merciers",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"PANISSAGE",38,10000,"Aménagements de sécurité sur la RD 51 K en traverse de l'agglomération",122,"SAUGEY Bernard",38,2008,"Bernard","Saugey","H","http://www.senat.fr/senateur/saugey_bernard01019q.html","http://nossenateurs.fr/bernard-saugey","http://nossenateurs.fr/bernard-saugey/json"
"PANNESSIERES",39,4000,"L'aménagement d'un espace multisports",122,"BAILLY Gérard",39,2013,"Gérard","Bailly","H","http://www.senat.fr/senateur/bailly_gerard01008m.html","http://nossenateurs.fr/gerard-bailly","http://nossenateurs.fr/gerard-bailly/json"
"PARDAILHAN",34,11220,"L'extension de la salle de rencontre en vue de la création d'une scène et de l'aménagement de l'espace accueil-bar",122,"TROPEANO Robert",34,2012,"Robert","Tropeano","H","http://www.senat.fr/senateur/tropeano_robert06004e.html","http://nossenateurs.fr/robert-tropeano","http://nossenateurs.fr/robert-tropeano/json"
"PARENT",63,4510,"L'acquisition de mobilier pour la classe maternelle et les classes primaires",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"PARGNY-SOUS-MUREAU",88,60000,"La restauration intérieure de l'église",122,"PONCELET Christian",88,2012,"Christian","Poncelet","H","http://www.senat.fr/senateur/poncelet_christian77058m.html","http://nossenateurs.fr/christian-poncelet","http://nossenateurs.fr/christian-poncelet/json"
"PARIGNY",50,15000,"L'extension du secrétariat et du parking de la mairie",122,"BIZET Jean",50,2011,"Jean","Bizet","H","http://www.senat.fr/senateur/bizet_jean96004d.html","http://nossenateurs.fr/jean-bizet","http://nossenateurs.fr/jean-bizet/json"
"PARNANS",26,1000,"L'aménagement de trottoirs dans la traversée du village",122,"BOULAUD Didier",58,2010,"Didier","Boulaud","H","http://www.senat.fr/senateur/boulaud_didier01051q.html","http://nossenateurs.fr/didier-boulaud","http://nossenateurs.fr/didier-boulaud/json"
"PARROY",54,5000,"La réfection des caniveaux et l'aménagement de trottoirs, numéros 16 à 37, Grande Rue (3ème tranche)",122,"HUSSON Jean-François",54,2012,"Jean-François","Husson","H","http://www.senat.fr/senateur/husson_jean_francois11048n.html","http://nossenateurs.fr/jean-francois-husson","http://nossenateurs.fr/jean-francois-husson/json"
"PARS-LES-CHAVANGES",10,11808,"La restauration des toitures et la mise en valeur de l'intérieur de l'église Saint-Hubert",122,"ADNOT Philippe",10,2011,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"PARS-LES-ROMILLY",10,400,"Des aménagements de sécurité, la construction de bordures et de trottoirs et l'assainissement des eaux pluviales sur la RD 440",122,"GAILLARD Yann",10,2012,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"PARTHENAY",79,7622,"L'acquisition de matériel de sonorisation",122,"BECOT Michel",79,2011,"Michel","Bécot","H","http://www.senat.fr/senateur/becot_michel95009e.html","http://nossenateurs.fr/michel-becot","http://nossenateurs.fr/michel-becot/json"
"PARUX",54,3000,"Le remplacement du chauffage de l'église",122,"HUSSON Jean-François",54,2013,"Jean-François","Husson","H","http://www.senat.fr/senateur/husson_jean_francois11048n.html","http://nossenateurs.fr/jean-francois-husson","http://nossenateurs.fr/jean-francois-husson/json"
"PARZAC",16,5000,"L'extension de la salle des fêtes",122,"CARRERE Jean-Louis",40,2011,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"PAS-DE-JEU",79,7622,"La réfection des couvertures et des vitraux de l'église",122,"BECOT Michel",79,2012,"Michel","Bécot","H","http://www.senat.fr/senateur/becot_michel95009e.html","http://nossenateurs.fr/michel-becot","http://nossenateurs.fr/michel-becot/json"
"PASSEL",60,450,"L'acquisition de mobilier et de matériel pour la mairie",122,"MARINI Philippe",60,2010,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"PAULHAN",34,3000,"La construction d'un groupe scolaire (1ère tranche)",122,"TROPEANO Robert",34,2011,"Robert","Tropeano","H","http://www.senat.fr/senateur/tropeano_robert06004e.html","http://nossenateurs.fr/robert-tropeano","http://nossenateurs.fr/robert-tropeano/json"
"PAULMY",37,4858,"L'enfouissement des réseaux et la mise en place de l'éclairage public au lieu-dit ""Le Châtelier""",122,"LECLERC Dominique",37,2011,"Dominique","Leclerc","H","http://www.senat.fr/senateur/leclerc_dominique92030n.html","http://nossenateurs.fr/dominique-leclerc","http://nossenateurs.fr/dominique-leclerc/json"
"PAUVRES",8,8726,"La réhabilitation du logement communal situé 3, route de Vouziers",122,"HURE Benoît",8,2012,"Benoît","Huré","H","http://www.senat.fr/senateur/hure_benoit04097t.html","http://nossenateurs.fr/benoit-hure","http://nossenateurs.fr/benoit-hure/json"
"PAYNS",10,10000,"L'aménagement d'un terrain multisports",122,"ADNOT Philippe",10,2012,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"PAYSSOUS",31,1800,"Le remplacement de la chaudière du bâtiment de l'ancienne école",122,"CHATILLON Alain",31,2012,"Alain","Chatillon","H","http://www.senat.fr/senateur/chatillon_alain08028w.html","http://nossenateurs.fr/alain-chatillon","http://nossenateurs.fr/alain-chatillon/json"
"PEAS",51,11039,"Le projet d'enfouissement par EDF du réseau France-Télécom entre Peas et Broyes",122,"SAVARY René-Paul",51,2012,"René-Paul","Savary","H","http://www.senat.fr/senateur/savary_rene_paul11097x.html","http://nossenateurs.fr/rene-paul-savary","http://nossenateurs.fr/rene-paul-savary/json"
"PECY",77,2611,"La restauration des planchers de l'autel de la Sainte- Vierge de l'église Sainte-Marie-Madeleine",122,"HYEST Jean-Jacques",77,2012,"Jean-Jacques","Hyest","H","http://www.senat.fr/senateur/hyest_jean_jacques95039l.html","http://nossenateurs.fr/jean-jacques-hyest","http://nossenateurs.fr/jean-jacques-hyest/json"
"PECY",77,3556,"La réfection de la rue de Bois Garnier et de la ruelle Guingand",122,"BILLOUT Michel",77,2012,"Michel","Billout","H","http://www.senat.fr/senateur/billout_michel04054g.html","http://nossenateurs.fr/michel-billout","http://nossenateurs.fr/michel-billout/json"
"PEIGNEY",52,4000,"La réfection du pont du Fort",122,"SIDO Bruno",52,2012,"Bruno","Sido","H","http://www.senat.fr/senateur/sido_bruno01058x.html","http://nossenateurs.fr/bruno-sido","http://nossenateurs.fr/bruno-sido/json"
"PELLEAUTIER",5,5612,"L'élaboration d'un Plan Local d'Urbanisme",122,"BERNARD-REYMOND Pierre",5,2010,"Pierre","Bernard-Reymond","H","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://nossenateurs.fr/pierre-bernard-reymond","http://nossenateurs.fr/pierre-bernard-reymond/json"
"PENCRAN",29,6749,"L'extension et le réaménagement de la mairie",122,"MARC François",29,2013,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"PENESTIN",56,10800,"L'acquisition de parcelles de terrain aux abords du complexe polyvalent Lucien Petit-Breton",122,"de ROHAN Josselin",56,2011,"Josselin de","Rohan","H","http://www.senat.fr/senateur/de_rohan_josselin83050r.html","http://nossenateurs.fr/josselin-de-rohan","http://nossenateurs.fr/josselin-de-rohan/json"
"PEREUIL",16,10000,"La réhabilitation de l'ancien presbytère en mairie",122,"PEYRONNET Jean-Claude",87,2011,"Jean-Claude","Peyronnet","H","http://www.senat.fr/senateur/peyronnet_jean_claude95055l.html","http://nossenateurs.fr/jean-claude-peyronnet","http://nossenateurs.fr/jean-claude-peyronnet/json"
"PERIGNAT-LES-SARLIEVE",63,8250,"L'aménagement de la place Dorier",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"PERIGNEUX",42,6567,"L'acquisition d'un terrain et la construction d'un bâtiment scolaire",122,"FRECON Jean-Claude",42,2009,"Jean-Claude","Frécon","H","http://www.senat.fr/senateur/frecon_jean_claude01037s.html","http://nossenateurs.fr/jean-claude-frecon","http://nossenateurs.fr/jean-claude-frecon/json"
"PERIGNY-SUR-YERRES",94,1000,"La construction d'un parking, rue Saint Leu",122,"LAGAUCHE Serge",94,2011,"Serge","Lagauche","H","http://www.senat.fr/senateur/lagauche_serge97004h.html","http://nossenateurs.fr/serge-lagauche","http://nossenateurs.fr/serge-lagauche/json"
"PERIGNY-SUR-YERRES",94,10500,"Aménagements sécuritaires de voirie rue de la Champagne",122,"PROCACCIA Catherine",94,2008,"Catherine","Procaccia","F","http://www.senat.fr/senateur/procaccia_catherine04043d.html","http://nossenateurs.fr/catherine-procaccia","http://nossenateurs.fr/catherine-procaccia/json"
"PERIGNY-SUR-YERRES",94,21635,"La restauration du parvis de l'église et de ses abords",122,"PROCACCIA Catherine",94,2012,"Catherine","Procaccia","F","http://www.senat.fr/senateur/procaccia_catherine04043d.html","http://nossenateurs.fr/catherine-procaccia","http://nossenateurs.fr/catherine-procaccia/json"
"PERIGUEUX",24,8537,"L'aménagement d'une piste cyclable (programme 2012)",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
