"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"Judo Jujitsu Club de Seclin","",1000,"NC",219,"HUYGHE Sébastien",59,"Député","","Sébastien","Huyghe","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267200.asp","http://www.nosdeputes.fr/sebastien-huyghe","http://www.nosdeputes.fr/sebastien-huyghe/xml"
"Judo Kano Club","",1000,"NC",219,"CARREZ Gilles",94,"Député","","Gilles","Carrez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/746.asp","http://www.nosdeputes.fr/gilles-carrez","http://www.nosdeputes.fr/gilles-carrez/xml"
"Judo Paris centre","",1500,"NC",219,"LELLOUCHE Pierre",75,"Député","","Pierre","Lellouche","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1931.asp","http://www.nosdeputes.fr/pierre-lellouche","http://www.nosdeputes.fr/pierre-lellouche/xml"
"Judo Stade Vernolien","",1000,"NC",219,"LE MAIRE Bruno",27,"Député","","Bruno","Le Maire","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331481.asp","http://www.nosdeputes.fr/bruno-le-maire","http://www.nosdeputes.fr/bruno-le-maire/xml"
"Judo-Club de Montgeron","",3000,"NC",219,"DUPONT-AIGNAN Nicolas",91,"Député","","Nicolas","Dupont-Aignan","H","NI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1206.asp","http://www.nosdeputes.fr/nicolas-dupont-aignan","http://www.nosdeputes.fr/nicolas-dupont-aignan/xml"
"Judo-Club Riomois","",1500,"NC",219,"MARLEIX Alain",15,"Député","","Alain","Marleix","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2084.asp","http://www.nosdeputes.fr/alain-marleix","http://www.nosdeputes.fr/alain-marleix/xml"
"JULE","",2500,"Former les détenus aux pratiques informatiques et techniques infographie",107,"CAVARD Christophe",30,"Député","","Christophe","Cavard","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp","http://www.nosdeputes.fr/christophe-cavard","http://www.nosdeputes.fr/christophe-cavard/xml"
"Jumeaux et plus","",1000,"Fonctionnement",106,"COURTIAL Edouard",60,"Député","","Édouard","Courtial","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267743.asp","http://www.nosdeputes.fr/edouard-courtial","http://www.nosdeputes.fr/edouard-courtial/xml"
"Jumelage","",2000,"Fonctionnement",224,"BENISTI Jacques-Alain",94,"Député","","Jacques Alain","Bénisti","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267822.asp","http://www.nosdeputes.fr/jacques-alain-benisti","http://www.nosdeputes.fr/jacques-alain-benisti/xml"
"Jump'60","",1000,"NC",219,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"Jumping de Chantilly","",10000,"NC",219,"WOERTH Éric",60,"Député","","Éric","Woerth","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2960.asp","http://www.nosdeputes.fr/eric-woerth","http://www.nosdeputes.fr/eric-woerth/xml"
"Jura Dolois Basket","",3000,"NC",219,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"Jura Nord Foot","",1000,"NC",219,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"Juvisy-Tillaberi","",10200,"Appui au développement local et municipal de Tillabéry (Niger)",209,"SAS Eva",91,"Député","","Eva","Sas","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610002.asp","http://www.nosdeputes.fr/eva-sas","http://www.nosdeputes.fr/eva-sas/xml"
"Kabellion","",1500,"Fonctionnement",175,"BOUCHET Jean-Claude",84,"Député","","Jean-Claude","Bouchet","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336316.asp","http://www.nosdeputes.fr/jean-claude-bouchet","http://www.nosdeputes.fr/jean-claude-bouchet/xml"
"Karaté Club Arbent Marchon","",1000,"NC",219,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"KARATE CLUB DE DONCHERY","",1000,"NC",219,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"Karate Kyokushin","",5000,"NC",219,"PHILIPPE Edouard",76,"Député","","Edouard","Philippe","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/345619.asp","http://www.nosdeputes.fr/edouard-philippe","http://www.nosdeputes.fr/edouard-philippe/xml"
"Kassoumaï 78","",1500,"Fonctionnement",209,"TETART Jean-Marie",78,"Député","","Jean-Marie","Tetart","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609442.asp","http://www.nosdeputes.fr/jean-marie-tetart","http://www.nosdeputes.fr/jean-marie-tetart/xml"
"KB BA B 1450","",2000,"NC",219,"GINESY Charles-Ange",6,"Député","","Charles-Ange","Ginesy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267680.asp","http://www.nosdeputes.fr/charles-ange-ginesy","http://www.nosdeputes.fr/charles-ange-ginesy/xml"
"KBUnited","",7500,"NC",219,"LAURENT Jean-Luc",94,"Député","","Jean-Luc","Laurent","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610481.asp","http://www.nosdeputes.fr/jean-luc-laurent","http://www.nosdeputes.fr/jean-luc-laurent/xml"
"KCN Karaté Club de Nogent","",2800,"NC",219,"CARREZ Gilles",94,"Député","","Gilles","Carrez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/746.asp","http://www.nosdeputes.fr/gilles-carrez","http://www.nosdeputes.fr/gilles-carrez/xml"
"K'DI LE CŒUR","",10000,"Fonctionnement",177,"ROBERT Thierry",974,"Député","","Thierry","Robert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610733.asp","http://www.nosdeputes.fr/thierry-robert","http://www.nosdeputes.fr/thierry-robert/xml"
"Kiosque","",1000,"Fonctionnement",224,"AUBERT Julien",84,"Député","","Julien","Aubert","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609726.asp","http://www.nosdeputes.fr/julien-aubert","http://www.nosdeputes.fr/julien-aubert/xml"
"Kiwanisport","",2500,"NC",219,"MYARD Jacques",78,"Député","","Jacques","Myard","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2257.asp","http://www.nosdeputes.fr/jacques-myard","http://www.nosdeputes.fr/jacques-myard/xml"
"Kodokan Paris 15","",3000,"NC",219,"GOUJON Philippe",75,"Député","","Philippe","Goujon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1521.asp","http://www.nosdeputes.fr/philippe-goujon","http://www.nosdeputes.fr/philippe-goujon/xml"
"KOIMA","",5000,"Achat de fourniture pourles écoliers du Nord Mali",209,"GUEDJ Jérôme",91,"Député","","Jérôme","Guedj","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1567.asp","http://www.nosdeputes.fr/jerome-guedj","http://www.nosdeputes.fr/jerome-guedj/xml"
"Kolimel","",10000,"Fonctionnement",224,"JALTON Éric",971,"Député","","Éric","Jalton","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/268039.asp","http://www.nosdeputes.fr/eric-jalton","http://www.nosdeputes.fr/eric-jalton/xml"
"Kollectif du Pois chiche Marsqué","",2500,"fonctionnement",206,"CAVARD Christophe",30,"Député","","Christophe","Cavard","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp","http://www.nosdeputes.fr/christophe-cavard","http://www.nosdeputes.fr/christophe-cavard/xml"
"Kombi Yinga","",1500,"Aider les enfants en détresse au Burkina Faso et améliorer les conditions de vie en centres d'accueil et orphelinats",209,"DALLOZ Marie-Christine",39,"Député","","Marie-Christine","Dalloz","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332523.asp","http://www.nosdeputes.fr/marie-christine-dalloz","http://www.nosdeputes.fr/marie-christine-dalloz/xml"
"KOP HANDICAP ARDENNES","",1000,"Fonctionnement",157,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"Kroaz Hent Plabennec","",2000,"Fonctionnement",163,"BLEUNVEN Jean-Luc",29,"Député","","Jean-Luc","Bleunven","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606149.asp","http://www.nosdeputes.fr/jean-luc-bleunven","http://www.nosdeputes.fr/jean-luc-bleunven/xml"
"L' ENTREE DES ARTISTES","",3000,"Création d'éco construction dans le cadre d'un projet touristique "" Eco-Lodge""",224,"NIESON Nathalie",26,"Député","","Nathalie","Nieson","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606030.asp","http://www.nosdeputes.fr/nathalie-nieson","http://www.nosdeputes.fr/nathalie-nieson/xml"
"L’Entracte","",1000,"Fonctionnement",177,"DOUILLET David",78,"Député","","David","Douillet","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/422119.asp","http://www.nosdeputes.fr/david-douillet","http://www.nosdeputes.fr/david-douillet/xml"
"La Bagagerie d'Antigel","",3000,"Fonctionnement",177,"GOUJON Philippe",75,"Député","","Philippe","Goujon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1521.asp","http://www.nosdeputes.fr/philippe-goujon","http://www.nosdeputes.fr/philippe-goujon/xml"
"La Balle au Tambourin","",1000,"NC",219,"MANCEL Jean-François",60,"Député","","Jean-François","Mancel","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2048.asp","http://www.nosdeputes.fr/jean-francois-mancel","http://www.nosdeputes.fr/jean-francois-mancel/xml"
"La Bande à Gavroche","",13000,"Fonctionnement",185,"CORDERY Philip",999,"Député","","Philip","Cordery","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610891.asp","http://www.nosdeputes.fr/philip-cordery","http://www.nosdeputes.fr/philip-cordery/xml"
"La Banque alimentaire","",2000,"NC",304,"SALLES Rudy",6,"Député","","Rudy","Salles","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2667.asp","http://www.nosdeputes.fr/rudy-salles","http://www.nosdeputes.fr/rudy-salles/xml"
"La Banque Alimentaire de Vendée","",3000,"Fonctionnement",304,"LEBOEUF Alain",85,"Député","","Alain","Leboeuf","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609740.asp","http://www.nosdeputes.fr/alain-leboeuf","http://www.nosdeputes.fr/alain-leboeuf/xml"
"La Banque alimentaire du Morbihan","",10000,"Acquisisition nouveaux matériels",177,"PELLOIS Hervé",56,"Député","","Hervé","Pellois","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607595.asp","http://www.nosdeputes.fr/herve-pellois","http://www.nosdeputes.fr/herve-pellois/xml"
"La banque alimentaire Gironde","",5000,"Apporter une aide alimentaire aux plus démunis",304,"MAMÈRE Noël",33,"Député","","Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"La barque","",3000,"Solidarité et entraide pour personnes en diffilculté",304,"MASSONNEAU Véronique",86,"Député","","Véronique","Massonneau","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609816.asp","http://www.nosdeputes.fr/veronique-massonneau","http://www.nosdeputes.fr/veronique-massonneau/xml"
"La bêcheuse","",6500,"Mise place des jardins partagés avec gestion écologique",217,"ABEILLE Laurence",94,"Député","","Laurence","Abeille","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610427.asp","http://www.nosdeputes.fr/laurence-abeille","http://www.nosdeputes.fr/laurence-abeille/xml"
"La Bonne Entente","",1000,"Fonctionnement",157,"MOREL-A-L'HUISSIER Pierre",48,"Député","","Pierre","Morel-A-L'Huissier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266788.asp","http://www.nosdeputes.fr/pierre-morel-a-l-huissier","http://www.nosdeputes.fr/pierre-morel-a-l-huissier/xml"
"La Boule Andrésienne","",1000,"NC",219,"DAUBRESSE Marc-Philippe",59,"Député","","Marc-Philippe","Daubresse","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1001.asp","http://www.nosdeputes.fr/marc-philippe-daubresse","http://www.nosdeputes.fr/marc-philippe-daubresse/xml"
"La Boule de Beaumont","",5000,"NC",219,"BOYER Valérie",13,"Député","","Valérie","Boyer","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330684.asp","http://www.nosdeputes.fr/valerie-boyer","http://www.nosdeputes.fr/valerie-boyer/xml"
"La Boule du Chalet","",1000,"NC",219,"TEISSIER Guy",13,"Député","","Guy","Teissier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2796.asp","http://www.nosdeputes.fr/guy-teissier","http://www.nosdeputes.fr/guy-teissier/xml"
"LA BOULE SEDANAISE","",1000,"NC",219,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"La Bourlingue Théâtre","",1000,"Fonctionnement",131,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"La briqueterie","",4000,"Gestion d'un espace culturel et artistique",224,"POMPILI Barbara",80,"Député","","Barbara","Pompili","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609520.asp","http://www.nosdeputes.fr/barbara-pompili","http://www.nosdeputes.fr/barbara-pompili/xml"
"La Capeline","",2000,"Fonctionnement",224,"GUIBAL Jean-Claude",6,"Député","","Jean-Claude","Guibal","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1574.asp","http://www.nosdeputes.fr/jean-claude-guibal","http://www.nosdeputes.fr/jean-claude-guibal/xml"
"La Case du savoir","",1000,"Fonctionnement",209,"FRANCINA Marc",74,"Député","","Marc","Francina","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267532.asp","http://www.nosdeputes.fr/marc-francina","http://www.nosdeputes.fr/marc-francina/xml"
"La Chaloupe de Honfleur","",2000,"Fonctionnement",224,"AMELINE Nicole",14,"Député","","Nicole","Ameline","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/259.asp","http://www.nosdeputes.fr/nicole-ameline","http://www.nosdeputes.fr/nicole-ameline/xml"
"La Charbonnaz Solidaire","",1000,"Fonctionnement",209,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"La Charto Z'Enfants","",1000,"Fonctionnement",140,"PERRUT Bernard",69,"Député","","Bernard","Perrut","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2377.asp","http://www.nosdeputes.fr/bernard-perrut","http://www.nosdeputes.fr/bernard-perrut/xml"
"La Chartreuse de Neuville","",30000,"Fonctionnement",175,"FASQUELLE Daniel",62,"Député","","Daniel","Fasquelle","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334149.asp","http://www.nosdeputes.fr/daniel-fasquelle","http://www.nosdeputes.fr/daniel-fasquelle/xml"
"La Ciamada Nissarda","",1000,"Fonctionnement",224,"CIOTTI Eric",6,"Député","","Éric","Ciotti","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330240.asp","http://www.nosdeputes.fr/eric-ciotti","http://www.nosdeputes.fr/eric-ciotti/xml"
"La Cimade","",10000,"Ateliers de création à l'attention du jeune public",224,"LEMORTON Catherine",31,"Député","","Catherine","Lemorton","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331753.asp","http://www.nosdeputes.fr/catherine-lemorton","http://www.nosdeputes.fr/catherine-lemorton/xml"
"La Cimade (Bordeaux)","",2000,"Solidarité active avec ceux qui sont opprimés et exploités",177,"MAMÈRE Noël",33,"Député","","Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"La Ciotat 1720","",10000,"Fonctionnement",131,"DEFLESSELLES Bernard",13,"Député","","Bernard","Deflesselles","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1029.asp","http://www.nosdeputes.fr/bernard-deflesselles","http://www.nosdeputes.fr/bernard-deflesselles/xml"
"La Clairière","",5000,"Fonctionnement",106,"LELLOUCHE Pierre",75,"Député","","Pierre","Lellouche","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1931.asp","http://www.nosdeputes.fr/pierre-lellouche","http://www.nosdeputes.fr/pierre-lellouche/xml"
"La Clé des Champs","",1000,"Fonctionnement",224,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"la clé des chants","",1000,"Fonctionnement",224,"BATTISTEL Marie-Noëlle",38,"Député","","Marie-Noëlle","Battistel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342415.asp","http://www.nosdeputes.fr/marie-noelle-battistel","http://www.nosdeputes.fr/marie-noelle-battistel/xml"
"La Colétilla","",5000,"Promotion de la culture ibérique par le chant, la danse, la langue, le conte",224,"CAVARD Christophe",30,"Député","","Christophe","Cavard","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp","http://www.nosdeputes.fr/christophe-cavard","http://www.nosdeputes.fr/christophe-cavard/xml"
"La Collecterie","",3000,"Programme de valorisation des meubles usagés et de recyclage",163,"HAMMADI Razzy",93,"Député","","Razzy","Hammadi","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610291.asp","http://www.nosdeputes.fr/razzy-hammadi","http://www.nosdeputes.fr/razzy-hammadi/xml"
"La Compagnie","",10000,"Ateliers et stages d'expression théâtrale à destination de jeunes adolescents issus de quartiers populaires",163,"MARTINEL Martine",31,"Député","","Martine","Martinel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331807.asp","http://www.nosdeputes.fr/martine-martinel","http://www.nosdeputes.fr/martine-martinel/xml"
"La Compagnie des Verriers","",50000,"NC",224,"Groupe SRC",75,"Assemblée nationale","","","","","","","",""
"La Compagnie du Coq à l'Ane","",1000,"Fonctionnement",224,"HUYGHE Sébastien",59,"Député","","Sébastien","Huyghe","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267200.asp","http://www.nosdeputes.fr/sebastien-huyghe","http://www.nosdeputes.fr/sebastien-huyghe/xml"
"la Compagnie Du Lac","",10000,"Comédie musicale avec jeunes handicapés",224,"FAURE Olivier",77,"Député","","Olivier","Faure","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609332.asp","http://www.nosdeputes.fr/olivier-faure","http://www.nosdeputes.fr/olivier-faure/xml"
"La Copa","",10000,"NC",163,"FAURE Olivier",77,"Député","","Olivier","Faure","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609332.asp","http://www.nosdeputes.fr/olivier-faure","http://www.nosdeputes.fr/olivier-faure/xml"
"La Courte Echelle du Nord","",12000,"Fonctionnement",185,"MARSAUD Alain",999,"Député","","Alain","Marsaud","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2089.asp","http://www.nosdeputes.fr/alain-marsaud","http://www.nosdeputes.fr/alain-marsaud/xml"
"La Croisée d'Ogives","",1000,"Fonctionnement",224,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"La Croix d'Or","",1500,"NC",204,"CHEVROLLIER Guillaume",53,"Député","","Guillaume","Chevrollier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607489.asp","http://www.nosdeputes.fr/guillaume-chevrollier","http://www.nosdeputes.fr/guillaume-chevrollier/xml"
"La Croix-Rouge française - 15e","",2500,"Achat de matériel pour les maraudes et création d'une épicerie sociale",177,"LAMOUR Jean-François",75,"Député","","Jean-François","Lamour","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230329.asp","http://www.nosdeputes.fr/jean-francois-lamour","http://www.nosdeputes.fr/jean-francois-lamour/xml"
"La Découverte de Chaponnay","",1000,"Fonctionnement",175,"FENECH Georges",69,"Député","","Georges","Fenech","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267591.asp","http://www.nosdeputes.fr/georges-fenech","http://www.nosdeputes.fr/georges-fenech/xml"
"La Diane des Grangeons","",1000,"Fonctionnement",224,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"La Dictée qui chante","",9000,"Luttre contre l'illetrisme",304,"ALLAIN Brigitte",24,"Député","","Brigitte","Allain","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605922.asp","http://www.nosdeputes.fr/brigitte-allain","http://www.nosdeputes.fr/brigitte-allain/xml"
"LA DURANDAL","",5000,"NC",219,"GRELLIER Jean",79,"Député","","Jean","Grellier","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336015.asp","http://www.nosdeputes.fr/jean-grellier","http://www.nosdeputes.fr/jean-grellier/xml"
"La Fabrique","",3000,"Fonctionnement",224,"SALEN Paul",42,"Député","","Paul","Salen","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2664.asp","http://www.nosdeputes.fr/paul-salen","http://www.nosdeputes.fr/paul-salen/xml"
"la Fabrique de la Risle","",1000,"Activités culturelles",224,"DESTANS Jean-Louis",27,"Député","","Jean-Louis","Destans","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606040.asp","http://www.nosdeputes.fr/jean-louis-destans","http://www.nosdeputes.fr/jean-louis-destans/xml"
"La Fanny Revinoise","",2500,"NC",219,"LÉONARD Christophe",8,"Député","","Christophe","Léonard","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605278.asp","http://www.nosdeputes.fr/christophe-leonard","http://www.nosdeputes.fr/christophe-leonard/xml"
"La Fenêtre","",5000,"Soutien à la création d'activités périscolaires",106,"FOURNIER-ARMAND Michèle",84,"Député","","Michèle","Fournier-Armand","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609691.asp","http://www.nosdeputes.fr/michele-fournier-armand","http://www.nosdeputes.fr/michele-fournier-armand/xml"
"La Forestière","",1000,"NC",219,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"La Gatin'Ouaille","",2000,"Festival de musiques actuelles",224,"DRAPEAU Jean-Luc",79,"Député","","Jean-Luc","Drapeau","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/345994.asp","http://www.nosdeputes.fr/jean-luc-drapeau","http://www.nosdeputes.fr/jean-luc-drapeau/xml"
"La Gazelle","",2000,"NC",163,"BROCHAND Bernard",6,"Député","","Bernard","Brochand","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/223837.asp","http://www.nosdeputes.fr/bernard-brochand","http://www.nosdeputes.fr/bernard-brochand/xml"
"La Gazelle","",10000,"NC",219,"BROCHAND Bernard",6,"Député","","Bernard","Brochand","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/223837.asp","http://www.nosdeputes.fr/bernard-brochand","http://www.nosdeputes.fr/bernard-brochand/xml"
"La Ghilde des trois dents","",500,"Fonctionnement",224,"CINIERI Dino",42,"Député","","Dino","Cinieri","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267429.asp","http://www.nosdeputes.fr/dino-cinieri","http://www.nosdeputes.fr/dino-cinieri/xml"
"La Halle Saint Pierre","",35000,"Aide aux projets d'exposition d'art brut et rayonnement de l'équipement",224,"CARESCHE Christophe",75,"Député","","Christophe","Caresche","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/735.asp","http://www.nosdeputes.fr/christophe-caresche","http://www.nosdeputes.fr/christophe-caresche/xml"
"La Jeunesse sportive de Wavrin-Don","",2000,"NC",219,"HUYGHE Sébastien",59,"Député","","Sébastien","Huyghe","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267200.asp","http://www.nosdeputes.fr/sebastien-huyghe","http://www.nosdeputes.fr/sebastien-huyghe/xml"
"La Joie des Gosses","",1000,"Fonctionnement",106,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"La joyeuse compagne","",3000,"Aide à l'organisation de temps fort, animation",224,"DA SILVA Carlos",91,"Député","","Carlos","Da Silva","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267623.asp","http://www.nosdeputes.fr/carlos-da-silva","http://www.nosdeputes.fr/carlos-da-silva/xml"
"La Ka'fête ô mômes","",7000,"garderie périscolaire",106,"MUET Pierre-Alain",69,"Député","","Pierre-Alain","Muet","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334755.asp","http://www.nosdeputes.fr/pierre-alain-muet","http://www.nosdeputes.fr/pierre-alain-muet/xml"
"La Légatienne","",1000,"Fonctionnement",224,"DUBOIS Marianne",45,"Député","","Marianne","Dubois","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342935.asp","http://www.nosdeputes.fr/marianne-dubois","http://www.nosdeputes.fr/marianne-dubois/xml"
"La lettre de l’Adfe/Chili","",2000,"Association de droit français",105,"CORONADO Sergio",999,"Député","","Sergio","Coronado","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610860.asp","http://www.nosdeputes.fr/sergio-coronado","http://www.nosdeputes.fr/sergio-coronado/xml"
