"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"100% sport et loisirs","",1000,"NC",219,"CINIERI Dino",42,"Député","","Dino","Cinieri","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267429.asp","http://www.nosdeputes.fr/dino-cinieri","http://www.nosdeputes.fr/dino-cinieri/xml"
"1686° Section des Médaillés Militaires Meyenheim quartier Dio","",1000,"Fonctionnement",169,"SORDI Michel",68,"Député","","Michel","Sordi","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267013.asp","http://www.nosdeputes.fr/michel-sordi","http://www.nosdeputes.fr/michel-sordi/xml"
"35th « Santa Fe » Division in Normandy","",1500,"Fonctionnement",169,"GOSSELIN Philippe",50,"Député","","Philippe","Gosselin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266797.asp","http://www.nosdeputes.fr/philippe-gosselin","http://www.nosdeputes.fr/philippe-gosselin/xml"
"37è parallèle","",14000,"Matériel studios musique, salles de danse et d'atelier",224,"GILLE Jean-Patrick",37,"Député","","Jean-Patrick","Gille","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332305.asp","http://www.nosdeputes.fr/jean-patrick-gille","http://www.nosdeputes.fr/jean-patrick-gille/xml"
"4Chem1 Evolution","",4000,"Soutien scolaire de jeunes en difficulté",230,"GUIGOU Elisabeth",93,"Député","","Élisabeth","Guigou","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1579.asp","http://www.nosdeputes.fr/elisabeth-guigou","http://www.nosdeputes.fr/elisabeth-guigou/xml"
"4H Tarare","",1000,"NC",219,"VERCHERE Patrice",69,"Député","","Patrice","Verchère","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334843.asp","http://www.nosdeputes.fr/patrice-verchere","http://www.nosdeputes.fr/patrice-verchere/xml"
"55ème section Bar-le-Duc de la Sté nationale d'entraide de la médaille militaire","",1000,"Achat d'un nouveau drapeau",169,"CINIERI Dino",42,"Député","","Dino","Cinieri","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267429.asp","http://www.nosdeputes.fr/dino-cinieri","http://www.nosdeputes.fr/dino-cinieri/xml"
"A chacun ses vacances","",3000,"Fonctionnement",157,"FILLON François",75,"Député","","François","Fillon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1310.asp","http://www.nosdeputes.fr/francois-fillon","http://www.nosdeputes.fr/francois-fillon/xml"
"A coeur Joie","",1000,"Fonctionnement",224,"PERRUT Bernard",69,"Député","","Bernard","Perrut","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2377.asp","http://www.nosdeputes.fr/bernard-perrut","http://www.nosdeputes.fr/bernard-perrut/xml"
"A P E L Ecole Saint Joseph","",1000,"Fonctionnement",214,"MARC Alain",12,"Député","","Alain","Marc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267512.asp","http://www.nosdeputes.fr/alain-marc","http://www.nosdeputes.fr/alain-marc/xml"
"A petits pas","",2000,"Fonctionnement",140,"HEINRICH Michel",88,"Député","","Michel","Heinrich","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267246.asp","http://www.nosdeputes.fr/michel-heinrich","http://www.nosdeputes.fr/michel-heinrich/xml"
"A Portée de Voix","",1000,"Fonctionnement",224,"DE LA RAUDIERE Laure",28,"Député","","Laure de","La Raudière","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331567.asp","http://www.nosdeputes.fr/laure-de-la-raudiere","http://www.nosdeputes.fr/laure-de-la-raudiere/xml"
"A portée de Voix","",3000,"Fonctionnement",224,"SOLERE Thierry",92,"Député","","Thierry","Solère","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/346876.asp","http://www.nosdeputes.fr/thierry-solere","http://www.nosdeputes.fr/thierry-solere/xml"
"A Travers Chant","",1000,"Fonctionnement",224,"STRAUMANN Eric",68,"Député","","Éric","Straumann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334654.asp","http://www.nosdeputes.fr/eric-straumann","http://www.nosdeputes.fr/eric-straumann/xml"
"A votre Service","",1000,"Fonctionnement",106,"LAZARO Thierry",59,"Député","","Thierry","Lazaro","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1857.asp","http://www.nosdeputes.fr/thierry-lazaro","http://www.nosdeputes.fr/thierry-lazaro/xml"
"A.A.S.D.A.F","",2000,"Fonctionnement",214,"GERARD Bernard",59,"Député","","Bernard","Gérard","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1459.asp","http://www.nosdeputes.fr/bernard-gerard","http://www.nosdeputes.fr/bernard-gerard/xml"
"A.B.C. Danse","",1000,"NC",219,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"A.C.C.C","",3000,"Fonctionnement",224,"POLETTI Bérengère",8,"Député","","Bérengère","Poletti","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267260.asp","http://www.nosdeputes.fr/berengere-poletti","http://www.nosdeputes.fr/berengere-poletti/xml"
"A.C.E.L de Bonne Nouvelle","",1500,"fonctionnement",163,"LELLOUCHE Pierre",75,"Député","","Pierre","Lellouche","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1931.asp","http://www.nosdeputes.fr/pierre-lellouche","http://www.nosdeputes.fr/pierre-lellouche/xml"
"A.C.E.L des Ternes","",4000,"Fonctionnement",230,"DEBRE Bernard",75,"Député","","Bernard","Debré","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1020.asp","http://www.nosdeputes.fr/bernard-debre","http://www.nosdeputes.fr/bernard-debre/xml"
"A.D.E.T.H.E. Services","",1000,"Fonctionnement",157,"PONIATOWSKI Axel",95,"Député","","Axel","Poniatowski","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267886.asp","http://www.nosdeputes.fr/axel-poniatowski","http://www.nosdeputes.fr/axel-poniatowski/xml"
"A.D.P.S.P.","",1000,"Fonctionnement",102,"FASQUELLE Daniel",62,"Député","","Daniel","Fasquelle","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334149.asp","http://www.nosdeputes.fr/daniel-fasquelle","http://www.nosdeputes.fr/daniel-fasquelle/xml"
"A.F.T.C","",1000,"Fonctionnement",157,"LAMBLIN Jacques",54,"Député","","Jacques","Lamblin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267551.asp","http://www.nosdeputes.fr/jacques-lamblin","http://www.nosdeputes.fr/jacques-lamblin/xml"
"A.F.T.C de Franche-Comté","",1000,"Fonctionnement",157,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"A.N.A.C.R Cluses","",1000,"Fonctionnement",169,"DION Sophie",74,"Député","","Sophie","Dion","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608851.asp","http://www.nosdeputes.fr/sophie-dion","http://www.nosdeputes.fr/sophie-dion/xml"
"A.P.E Entraide de la Figonne","",2000,"Fonctionnement",106,"BOYER Valérie",13,"Député","","Valérie","Boyer","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330684.asp","http://www.nosdeputes.fr/valerie-boyer","http://www.nosdeputes.fr/valerie-boyer/xml"
"A.P.E La Pradélie","",1000,"Fonctionnement",214,"MARC Alain",12,"Député","","Alain","Marc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267512.asp","http://www.nosdeputes.fr/alain-marc","http://www.nosdeputes.fr/alain-marc/xml"
"A.P.E.L de l'école Saint-Joseph","",2500,"Fonctionnement",214,"DECOOL Jean-Pierre",59,"Député","","Jean-Pierre","Decool","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267762.asp","http://www.nosdeputes.fr/jean-pierre-decool","http://www.nosdeputes.fr/jean-pierre-decool/xml"
"A.P.E.L du Saint Affricain","",1000,"Fonctionnement",214,"MARC Alain",12,"Député","","Alain","Marc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267512.asp","http://www.nosdeputes.fr/alain-marc","http://www.nosdeputes.fr/alain-marc/xml"
"A.P.E.M.R.D ""","",1000,"Fonctionnement",106,"DECOOL Jean-Pierre",59,"Député","","Jean-Pierre","Decool","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267762.asp","http://www.nosdeputes.fr/jean-pierre-decool","http://www.nosdeputes.fr/jean-pierre-decool/xml"
"A.P.F","",1500,"Fonctionnement",157,"GIRAN Jean-Pierre",83,"Député","","Jean-Pierre","Giran","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1483.asp","http://www.nosdeputes.fr/jean-pierre-giran","http://www.nosdeputes.fr/jean-pierre-giran/xml"
"A.P.L.S Association professionnels de santé de Marcq en Baroeuil","",2000,"NC",204,"GERARD Bernard",59,"Député","","Bernard","Gérard","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1459.asp","http://www.nosdeputes.fr/bernard-gerard","http://www.nosdeputes.fr/bernard-gerard/xml"
"A.P.R.E.","",1000,"Fonctionnement",175,"PONIATOWSKI Axel",95,"Député","","Axel","Poniatowski","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267886.asp","http://www.nosdeputes.fr/axel-poniatowski","http://www.nosdeputes.fr/axel-poniatowski/xml"
"A.R.E.J.","",1000,"Fonctionnement",175,"PONIATOWSKI Axel",95,"Député","","Axel","Poniatowski","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267886.asp","http://www.nosdeputes.fr/axel-poniatowski","http://www.nosdeputes.fr/axel-poniatowski/xml"
"A.R.T.S Paillettes 2000","",1000,"Fonctionnement",131,"GUIBAL Jean-Claude",6,"Député","","Jean-Claude","Guibal","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1574.asp","http://www.nosdeputes.fr/jean-claude-guibal","http://www.nosdeputes.fr/jean-claude-guibal/xml"
"A.S. La Madeleine Football","",23000,"NC",219,"PRIOU Christophe",44,"Député","","Christophe","Priou","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267728.asp","http://www.nosdeputes.fr/christophe-priou","http://www.nosdeputes.fr/christophe-priou/xml"
"A.S.A.L","",2000,"NC",219,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"A.S.I.A.","",30000,"NC",219,"GIRARDIN Annick",975,"Député","","Annick","Girardin","F","NI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/337633.asp","http://www.nosdeputes.fr/annick-girardin","http://www.nosdeputes.fr/annick-girardin/xml"
"A.S.M.","",45000,"NC",219,"GIRARDIN Annick",975,"Député","","Annick","Girardin","F","NI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/337633.asp","http://www.nosdeputes.fr/annick-girardin","http://www.nosdeputes.fr/annick-girardin/xml"
"A.S.P Ensemble","",1500,"NC",204,"CHERPION Gérard",88,"Député","","Gérard","Cherpion","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/856.asp","http://www.nosdeputes.fr/gerard-cherpion","http://www.nosdeputes.fr/gerard-cherpion/xml"
"AAPEL autonomie","",6000,"Services d'accompagnement et d'aide à domicile - Fonctionnement",204,"PINVILLE Martine",16,"Député","","Martine","Pinville","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330981.asp","http://www.nosdeputes.fr/martine-pinville","http://www.nosdeputes.fr/martine-pinville/xml"
"AAPMA La truite du Val d'Amour","",1000,"Fonctionnement",205,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"AAPPMA","",1000,"Fonctionnement",205,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"AAPPMA de Dinsheim sur bruche","",1000,"NC",163,"FURST Laurent",67,"Député","","Laurent","Furst","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266774.asp","http://www.nosdeputes.fr/laurent-furst","http://www.nosdeputes.fr/laurent-furst/xml"
"AAPPMA Giromagny","",1000,"Fonctionnement",205,"ZUMKELLER Michel",90,"Député","","Michel","Zumkeller","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267330.asp","http://www.nosdeputes.fr/michel-zumkeller","http://www.nosdeputes.fr/michel-zumkeller/xml"
"AAPPMA La carpe du Valois","",1000,"Fonctionnement",205,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"AAPPMA La Truite du Lignon","",1000,"Élagage au bord des rivières",205,"WAUQUIEZ Laurent",43,"Député","","Laurent","Wauquiez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267285.asp","http://www.nosdeputes.fr/laurent-wauquiez","http://www.nosdeputes.fr/laurent-wauquiez/xml"
"AAVIV","",5000,"Fonctionnement",101,"LEVY Geneviève",83,"Député","","Geneviève","Levy","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267378.asp","http://www.nosdeputes.fr/genevieve-levy","http://www.nosdeputes.fr/genevieve-levy/xml"
"ABA Attitude","",1000,"Fonctionnement",157,"FOULON Yves",33,"Député","","Yves","Foulon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606478.asp","http://www.nosdeputes.fr/yves-foulon","http://www.nosdeputes.fr/yves-foulon/xml"
"ABC – Association Becquart - Canon d'Or","",1000,"Fonctionnement",134,"DAUBRESSE Marc-Philippe",59,"Député","","Marc-Philippe","Daubresse","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1001.asp","http://www.nosdeputes.fr/marc-philippe-daubresse","http://www.nosdeputes.fr/marc-philippe-daubresse/xml"
"ABC Bibliothèque","",2000,"Fonctionnement",224,"BARBIER Frédéric",25,"Député","","Frédéric","Barbier","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642724.asp","http://www.nosdeputes.fr/frederic-barbier","http://www.nosdeputes.fr/frederic-barbier/xml"
"ABC InterSports","",3000,"NC",219,"GIBBES Daniel",977,"Député","","Daniel","Gibbes","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610830.asp","http://www.nosdeputes.fr/daniel-gibbes","http://www.nosdeputes.fr/daniel-gibbes/xml"
"Abyss Club de plongée d'Oissel","",1000,"NC",219,"PANE Luce",76,"Député","","Luce","Pane","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267534.asp","http://www.nosdeputes.fr/luce-pane","http://www.nosdeputes.fr/luce-pane/xml"
"ACAC","",1500,"Fonctionnement",134,"GUAINO Henri",78,"Député","","Henri","Guaino","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609365.asp","http://www.nosdeputes.fr/henri-guaino","http://www.nosdeputes.fr/henri-guaino/xml"
"Académie de Boxe ""Rachid El Hadak""","",10000,"NC",219,"JUANICO Régis",42,"Député","","Régis","Juanico","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332614.asp","http://www.nosdeputes.fr/regis-juanico","http://www.nosdeputes.fr/regis-juanico/xml"
"ACAJA","",8000,"Fonctionnement",134,"DEBRE Bernard",75,"Député","","Bernard","Debré","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1020.asp","http://www.nosdeputes.fr/bernard-debre","http://www.nosdeputes.fr/bernard-debre/xml"
"ACCA de Beaulieu","",1000,"Fonctionnement : Aménagement local chasseurs",113,"WAUQUIEZ Laurent",43,"Député","","Laurent","Wauquiez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267285.asp","http://www.nosdeputes.fr/laurent-wauquiez","http://www.nosdeputes.fr/laurent-wauquiez/xml"
"ACCES","",2000,"Fonctionnement",224,"GERARD Bernard",59,"Député","","Bernard","Gérard","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1459.asp","http://www.nosdeputes.fr/bernard-gerard","http://www.nosdeputes.fr/bernard-gerard/xml"
"Acceuil culture et patrimoine","",1000,"Fonctionnement",224,"CINIERI Dino",42,"Député","","Dino","Cinieri","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267429.asp","http://www.nosdeputes.fr/dino-cinieri","http://www.nosdeputes.fr/dino-cinieri/xml"
"Accompagnement scolaire sans frontières (A.S.S.F)","",1800,"Accompagnement scolaire, lutter contre échec scolaire et illetrisme",163,"CAVARD Christophe",30,"Député","","Christophe","Cavard","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp","http://www.nosdeputes.fr/christophe-cavard","http://www.nosdeputes.fr/christophe-cavard/xml"
"Accords","",2000,"Résidence Création Cyrano de Bergerac avec Cie de Paris sur Camboet Louhossoa",224,"LAUNAY Jean",46,"Député","","Jean","Launay","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1844.asp","http://www.nosdeputes.fr/jean-launay","http://www.nosdeputes.fr/jean-launay/xml"
"Accueil 15","",2000,"Accueil de jour des SDF - réfection des locaux",177,"LAMOUR Jean-François",75,"Député","","Jean-François","Lamour","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230329.asp","http://www.nosdeputes.fr/jean-francois-lamour","http://www.nosdeputes.fr/jean-francois-lamour/xml"
"Accueil des Charmilles","",10000,"Hébergement des sans abris",204,"THEVENOUD Thomas",71,"Député","","Thomas","Thévenoud","H","NI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608672.asp","http://www.nosdeputes.fr/thomas-thevenoud","http://www.nosdeputes.fr/thomas-thevenoud/xml"
"Accueil des villes française Paris 17+8+9","",4000,"Fonctionnement",224,"DEBRE Bernard",75,"Député","","Bernard","Debré","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1020.asp","http://www.nosdeputes.fr/bernard-debre","http://www.nosdeputes.fr/bernard-debre/xml"
"Accueil des villes françaises","",2000,"Achat de matériel informatique",177,"LAMOUR Jean-François",75,"Député","","Jean-François","Lamour","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230329.asp","http://www.nosdeputes.fr/jean-francois-lamour","http://www.nosdeputes.fr/jean-francois-lamour/xml"
"Accueil femme solidarités","",1000,"Soutien des femmes en difficultés",106,"SALLES Rudy",6,"Député","","Rudy","Salles","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2667.asp","http://www.nosdeputes.fr/rudy-salles","http://www.nosdeputes.fr/rudy-salles/xml"
"Accueil Femmes Solidarité","",2500,"Fonctionnement",106,"CIOTTI Eric",6,"Député","","Éric","Ciotti","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330240.asp","http://www.nosdeputes.fr/eric-ciotti","http://www.nosdeputes.fr/eric-ciotti/xml"
"ACEPP 38-73","",3000,"Développer toutes actions en faveur de l'accueil des jeunes enfants",106,"BONNETON Michèle",38,"Député","","Michèle","Bonneton","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606910.asp","http://www.nosdeputes.fr/michele-bonneton","http://www.nosdeputes.fr/michele-bonneton/xml"
"ACEPP 38-73 Association des Collectifs Enfants Parents Isère-Savoie","",3000,"Subvention de fonctionnement",163,"ISSINDOU Michel",38,"Député","","Michel","Issindou","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332384.asp","http://www.nosdeputes.fr/michel-issindou","http://www.nosdeputes.fr/michel-issindou/xml"
"ACE'TELLE","",1000,"NC",219,"MESLOT Damien",90,"Député","","Damien","Meslot","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267327.asp","http://www.nosdeputes.fr/damien-meslot","http://www.nosdeputes.fr/damien-meslot/xml"
"ACEVE","",2000,"Fonctionnement",230,"LEVY Geneviève",83,"Député","","Geneviève","Levy","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267378.asp","http://www.nosdeputes.fr/genevieve-levy","http://www.nosdeputes.fr/genevieve-levy/xml"
"ACJBB","",19000,"Fonctionnement",224,"SOLERE Thierry",92,"Député","","Thierry","Solère","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/346876.asp","http://www.nosdeputes.fr/thierry-solere","http://www.nosdeputes.fr/thierry-solere/xml"
"ACL de Zimmersheim","",1000,"Fonctionnement",224,"GROSSKOST Arlette",68,"Député","","Arlette","Grosskost","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267227.asp","http://www.nosdeputes.fr/arlette-grosskost","http://www.nosdeputes.fr/arlette-grosskost/xml"
"ACLER","",2000,"Fonctionnement",224,"GUAINO Henri",78,"Député","","Henri","Guaino","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609365.asp","http://www.nosdeputes.fr/henri-guaino","http://www.nosdeputes.fr/henri-guaino/xml"
"ACPG-CATM et Veuves","",1000,"Fonctionnement",169,"DEGAUCHY Lucien",60,"Député","","Lucien","Degauchy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1031.asp","http://www.nosdeputes.fr/lucien-degauchy","http://www.nosdeputes.fr/lucien-degauchy/xml"
"ACPIIE","",4000,"Produire, diffuser et soutenir une information originale, libre, complète, indépendante et impartiale dans le domaine de l'énergie",217,"BAUPIN Denis",75,"Député","","Denis","Baupin","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609016.asp","http://www.nosdeputes.fr/denis-baupin","http://www.nosdeputes.fr/denis-baupin/xml"
"ACPPC Prouvençau de Cavaillon","",2000,"Fonctionnement",175,"BOUCHET Jean-Claude",84,"Député","","Jean-Claude","Bouchet","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336316.asp","http://www.nosdeputes.fr/jean-claude-bouchet","http://www.nosdeputes.fr/jean-claude-bouchet/xml"
"ACS gym","",1000,"NC",219,"BATTISTEL Marie-Noëlle",38,"Député","","Marie-Noëlle","Battistel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342415.asp","http://www.nosdeputes.fr/marie-noelle-battistel","http://www.nosdeputes.fr/marie-noelle-battistel/xml"
"ACS Herserange","",5000,"NC",219,"ECKERT Christian",54,"Député","","Christian","Eckert","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1243.asp","http://www.nosdeputes.fr/christian-eckert","http://www.nosdeputes.fr/christian-eckert/xml"
"ACSFIRT","",3000,"Fonctionnement",224,"VITEL Philippe",83,"Député","","Philippe","Vitel","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267506.asp","http://www.nosdeputes.fr/philippe-vitel","http://www.nosdeputes.fr/philippe-vitel/xml"
"Acta Johannis","",3500,"Fonctionnement",224,"LELLOUCHE Pierre",75,"Député","","Pierre","Lellouche","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1931.asp","http://www.nosdeputes.fr/pierre-lellouche","http://www.nosdeputes.fr/pierre-lellouche/xml"
"Acte 2 Théâtre","",7000,"Fonctionnement",131,"MUET Pierre-Alain",69,"Député","","Pierre-Alain","Muet","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334755.asp","http://www.nosdeputes.fr/pierre-alain-muet","http://www.nosdeputes.fr/pierre-alain-muet/xml"
"Actifs Pitchoun","",1000,"Fonctionnement",106,"COUVE Jean-Michel",83,"Député","","Jean-Michel","Couve","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/951.asp","http://www.nosdeputes.fr/jean-michel-couve","http://www.nosdeputes.fr/jean-michel-couve/xml"
"Action Sociale Mulatine","",5000,"Fonctionnement",177,"TERROT Michel",69,"Député","","Michel","Terrot","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2801.asp","http://www.nosdeputes.fr/michel-terrot","http://www.nosdeputes.fr/michel-terrot/xml"
"ADAC Montorgueil","",3000,"Fonctionnement",134,"LELLOUCHE Pierre",75,"Député","","Pierre","Lellouche","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1931.asp","http://www.nosdeputes.fr/pierre-lellouche","http://www.nosdeputes.fr/pierre-lellouche/xml"
"Adacar","",2000,"Fonctionnement",224,"DE ROCCA SERRA Camille","2A","Député","","Camille de","Rocca Serra","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267689.asp","http://www.nosdeputes.fr/camille-de-rocca-serra","http://www.nosdeputes.fr/camille-de-rocca-serra/xml"
"ADAFE","",3000,"Fonctionnement",224,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"ADAPA DU CONFOLENTAIS","",2500,"Acquisition matériel pour livraison repas à domicile",157,"LAMBERT Jérôme",16,"Député","","Jérôme","Lambert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1809.asp","http://www.nosdeputes.fr/jerome-lambert","http://www.nosdeputes.fr/jerome-lambert/xml"
"ADAPEI Papillons Blancs","",10000,"Aménagement d'un foyer pour la pause méridienne des adolescents de l'IME du Bois de Liza",163,"PELLOIS Hervé",56,"Député","","Hervé","Pellois","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607595.asp","http://www.nosdeputes.fr/herve-pellois","http://www.nosdeputes.fr/herve-pellois/xml"
"Adapes","",5000,"Fonctionnement",174,"ECKERT Christian",54,"Député","","Christian","Eckert","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1243.asp","http://www.nosdeputes.fr/christian-eckert","http://www.nosdeputes.fr/christian-eckert/xml"
"ADAPIC","",1000,"Concourir par tous moyens au développement de l'apiculture en Picardie",217,"POMPILI Barbara",80,"Député","","Barbara","Pompili","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609520.asp","http://www.nosdeputes.fr/barbara-pompili","http://www.nosdeputes.fr/barbara-pompili/xml"
"ADATE – Migration Equité Interculturalité","",3000,"Publication de la revue ""écarts d'identité""",224,"ISSINDOU Michel",38,"Député","","Michel","Issindou","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332384.asp","http://www.nosdeputes.fr/michel-issindou","http://www.nosdeputes.fr/michel-issindou/xml"
