"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"Ecole franco-australienne de Perth","",20000,"Scolarisation de 200 enfants français",185,"CANTEGRIT Jean-Pierre",999,"Sénateur","","Jean-Pierre","Cantegrit","H","UMP","http://www.senat.fr/senateur/cantegrit_jean_pierre77002u.html","http://www.nossenateurs.fr/jean-pierre-cantegrit","http://www.nossenateurs.fr/jean-pierre-cantegrit/xml"
"Ecole franco-polonaise de Gdynia","",4000,"Aménagement Ecole",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Ecole Natal","",10000,"Achat matériels",185,"GARRIAUD-MAYLAM Joëlle",999,"Sénateur","","Joëlle","Garriaud-Maylam","F","UMP","http://www.senat.fr/senateur/garriaud_maylam_joelle04035d.html","http://www.nossenateurs.fr/joelle-garriaud-maylam","http://www.nossenateurs.fr/joelle-garriaud-maylam/xml"
"Ecole privée de Javols","",500,"Fonctionnement",230,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Ecole Secondaire Libre","",10000,"Mise en place labo multimédia langue",185,"FERRAND André",999,"Sénateur","","André","Ferrand","H","UMP","http://www.senat.fr/senateur/ferrand_andre98019u.html","http://www.nossenateurs.fr/andre-ferrand","http://www.nossenateurs.fr/andre-ferrand/xml"
"Ecole ste Jeanne d'Arc","",2000,"NC",157,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Ecolo Europa","",10000,"Promouvoir la construction d'une Europe fédérale, écologique.",105,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Ecolo Europa","",20000,"Appui aux activités",105,"AICHI Leila",75,"Sénateur","","Leila","Aïchi","F","ECO","http://www.senat.fr/senateur/aichi_leila11076s.html","http://www.nossenateurs.fr/leila-aichi","http://www.nossenateurs.fr/leila-aichi/xml"
"Ecopanier","",3000,"NC",304,"BOUCHOUX Corinne",49,"Sénateur","","Corinne","Bouchoux","F","ECO","http://www.senat.fr/senateur/bouchoux_corinne11029k.html","http://www.nossenateurs.fr/corinne-bouchoux","http://www.nossenateurs.fr/corinne-bouchoux/xml"
"Ecriture active","",2000,"NC",157,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Editions Utopia","",5000,"Subvention fonctionnement",334,"BLANDIN Marie-Christine",59,"Sénateur","","Marie-Christine","Blandin","F","ECO","http://www.senat.fr/senateur/blandin_marie_christine01044r.html","http://www.nossenateurs.fr/marie-christine-blandin","http://www.nossenateurs.fr/marie-christine-blandin/xml"
"Education française Bay Area","",10000,"Fonctionnement",185,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Eglise réformée du Gapençais","",7000,"Subvention fonctionnement",224,"BERNARD-REYMOND Pierre",5,"Sénateur","","Pierre","Bernard-Reymond","H","NI","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://www.nossenateurs.fr/pierre-bernard-reymond","http://www.nossenateurs.fr/pierre-bernard-reymond/xml"
"Eglise Saint-Louis des Français au Portugal","",5000,"Subvention fonctionnement",175,"FRASSA Christophe",999,"Sénateur","","Christophe-André","Frassa","H","UMP","http://www.senat.fr/senateur/frassa_christophe_andre08018u.html","http://www.nossenateurs.fr/christophe-andre-frassa","http://www.nossenateurs.fr/christophe-andre-frassa/xml"
"Elan Gymnique de Blagnac","",7240,"Elan Gymnique de Blagnac",106,"LABORDE Françoise",31,"Sénateur","","Françoise","Laborde","F","RDSE","http://www.senat.fr/senateur/laborde_francoise08031r.html","http://www.nossenateurs.fr/francoise-laborde","http://www.nossenateurs.fr/francoise-laborde/xml"
"Electriciens sans frontières Lozère","",500,"Electrification du village de Kouba Sénégal",209,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Elles aussi","",4000,"NC",304,"BENBASSA Esther",94,"Sénateur","","Esther","Benbassa","F","ECO","http://www.senat.fr/senateur/benbassa_esther11033f.html","http://www.nossenateurs.fr/esther-benbassa","http://www.nossenateurs.fr/esther-benbassa/xml"
"Emmaüs international","",10000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Enfants français de Madagascar","",15000,"Fonctionnement",185,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Ensemble baroque de Toulouse","",2000,"Subvention fonctionnement",224,"LABORDE Françoise",31,"Sénateur","","Françoise","Laborde","F","RDSE","http://www.senat.fr/senateur/laborde_francoise08031r.html","http://www.nossenateurs.fr/francoise-laborde","http://www.nossenateurs.fr/francoise-laborde/xml"
"Ensemble baroque de Toulouse","",3000,"Subvention fonctionnement",224,"LABORDE Françoise",31,"Sénateur","","Françoise","Laborde","F","RDSE","http://www.senat.fr/senateur/laborde_francoise08031r.html","http://www.nossenateurs.fr/francoise-laborde","http://www.nossenateurs.fr/francoise-laborde/xml"
"Entente Athlétique Moulins Yzeure Avermes","",400,"NC",219,"SCHURCH Mireille",3,"Sénateur","","Mireille","Schurch","F","CRC","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://www.nossenateurs.fr/mireille-schurch","http://www.nossenateurs.fr/mireille-schurch/xml"
"Entente Sportive aumaloise pétanque","",4500,"NC",219,"LE VERN Alain",76,"Sénateur","","Alain","Le Vern","H","SOC","http://www.senat.fr/senateur/le_vern_alain07025p.html","http://www.nossenateurs.fr/alain-le-vern","http://www.nossenateurs.fr/alain-le-vern/xml"
"Entente sportive Caudacienne","",2500,"NC",219,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"escrime club des loges","",1500,"NC",219,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Espace francophone Université de Galatasaray","",5000,"Constitution fonds documentaire",185,"DUVERNOIS Louis",999,"Sénateur","","Louis","Duvernois","H","UMP","http://www.senat.fr/senateur/duvernois_louis01041n.html","http://www.nossenateurs.fr/louis-duvernois","http://www.nossenateurs.fr/louis-duvernois/xml"
"Espérance de Rahon","",3000,"Subvention fonctionnement",175,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Espérance Oissel","",3000,"NC",219,"FOUCAUD Thierry",76,"Sénateur","","Thierry","Foucaud","H","CRC","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://www.nossenateurs.fr/thierry-foucaud","http://www.nossenateurs.fr/thierry-foucaud/xml"
"ESPOIR","",5000,"ESPOIR",106,"MIRASSOU Jean-Jacques",31,"Sénateur","","Jean-Jacques","Mirassou","H","SOC","http://www.senat.fr/senateur/mirassou_jean_jacques08033t.html","http://www.nossenateurs.fr/jean-jacques-mirassou","http://www.nossenateurs.fr/jean-jacques-mirassou/xml"
"ESSADI France","",10000,"Bibliobus pour le cofre de Perote au Mexique",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"ESTIVADA de RODEZ (Festival Interrégional de Las Culturas Occitanas)","",10000,"Subvention fonctionnement",224,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Etablissement Léo Lagrange Languedoc-Roussillon","",10000,"Etablissement Léo Lagrange Languedoc- Roussillon",106,"COURTEAU Roland",11,"Sénateur","","Roland","Courteau","H","SOC","http://www.senat.fr/senateur/courteau_roland80013x.html","http://www.nossenateurs.fr/roland-courteau","http://www.nossenateurs.fr/roland-courteau/xml"
"Etoile Sportive de Vallieres","",10000,"NC",219,"CARLE Jean-Claude",74,"Sénateur","","Jean-Claude","Carle","H","UMP","http://www.senat.fr/senateur/carle_jean_claude95015c.html","http://www.nossenateurs.fr/jean-claude-carle","http://www.nossenateurs.fr/jean-claude-carle/xml"
"Etudiant pour un tibet libre","",3000,"Conférence, lobbying avec le peuple tibétain",105,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Etudiants Ouïghours de France","",3000,"Appui aux activités",105,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"EUROPANOVA","",20000,"Organisation conférence EUROPA",105,"POZZO di BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Europe Direct","",5000,"Communication à l'information et à la formation",105,"ARTHUIS Jean",53,"Sénateur","","Jean","Arthuis","H","UDI","http://www.senat.fr/senateur/arthuis_jean83011j.html","http://www.nossenateurs.fr/jean-arthuis","http://www.nossenateurs.fr/jean-arthuis/xml"
"Eveil Musical Baraban","",1500,"Subvention fonctionnement",224,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Fanfare des Loges","",1500,"Subvention fonctionnement",224,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"FC Lézignan Corbières XIII","",10000,"NC",219,"COURTEAU Roland",11,"Sénateur","","Roland","Courteau","H","SOC","http://www.senat.fr/senateur/courteau_roland80013x.html","http://www.nossenateurs.fr/roland-courteau","http://www.nossenateurs.fr/roland-courteau/xml"
"Fédération des associations laïques de la Corrèze","",3000,"NC",163,"BOURZAI Bernadette",19,"Sénateur","","Bernadette","Bourzai","F","SOC","http://www.senat.fr/senateur/bourzai_bernadette08050u.html","http://www.nossenateurs.fr/bernadette-bourzai","http://www.nossenateurs.fr/bernadette-bourzai/xml"
"Fédération des œuvres laïques 70","",3000,"NC",163,"MICHEL Jean-Pierre",70,"Sénateur","","Jean-Pierre","Michel","H","SOC","http://www.senat.fr/senateur/michel_jean_pierre04084n.html","http://www.nossenateurs.fr/jean-pierre-michel","http://www.nossenateurs.fr/jean-pierre-michel/xml"
"FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME","",15000,"Protéger et promouvoir les droits de stravailleurs migrants et des apatrides au Koweït.",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fédération nationale des maisons de potes","",15000,"NC",163,"ASSOULINE David",75,"Sénateur","","David","Assouline","H","SOC","http://www.senat.fr/senateur/assouline_david04059m.html","http://www.nossenateurs.fr/david-assouline","http://www.nossenateurs.fr/david-assouline/xml"
"Fédération nationale des sociétés d'Amis des Forêts","",12000,"Fonctionnement :",113,"LEROY Philippe",57,"Sénateur","","Philippe","Leroy","H","UMP","http://www.senat.fr/senateur/leroy_philippe01061s.html","http://www.nossenateurs.fr/philippe-leroy","http://www.nossenateurs.fr/philippe-leroy/xml"
"Fédération Nationale MOSAIC","",10000,"Subvention fonctionnement",224,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Femmes actives","",10000,"Insertion par le travail (métiers du linge). Renouvellement et acquisition de machines professionnelles et formation des encadrants",147,"ARCHIMBAUD Aline",93,"Sénateur","","Aline","Archimbaud","F","ECO","http://www.senat.fr/senateur/archimbaud_aline11055m.html","http://www.nossenateurs.fr/aline-archimbaud","http://www.nossenateurs.fr/aline-archimbaud/xml"
"Femmes de la Méditerranée","",3000,"NC",137,"KELLER Fabienne",67,"Sénateur","","Fabienne","Keller","F","UMP","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://www.nossenateurs.fr/fabienne-keller","http://www.nossenateurs.fr/fabienne-keller/xml"
"FEMMES MALIENNES DE MONTREUIL","",4000,"NC",102,"BENBASSA Esther",94,"Sénateur","","Esther","Benbassa","F","ECO","http://www.senat.fr/senateur/benbassa_esther11033f.html","http://www.nossenateurs.fr/esther-benbassa","http://www.nossenateurs.fr/esther-benbassa/xml"
"Femmes Solidaires 92","",2500,"Femmes Solidaires 92",106,"GONTHIER-MAURIN Brigitte",92,"Sénateur","","Brigitte","Gonthier-Maurin","F","CRC","http://www.senat.fr/senateur/gonthier_maurin_brigitte07026q.html","http://www.nossenateurs.fr/brigitte-gonthier-maurin","http://www.nossenateurs.fr/brigitte-gonthier-maurin/xml"
"Femmes Solidaires du Nord","",10000,"Femmes Solidaires du Nord",106,"DEMESSINE Michelle",59,"Sénateur","","Michelle","Demessine","F","CRC","http://www.senat.fr/senateur/demessine_michelle92018s.html","http://www.nossenateurs.fr/michelle-demessine","http://www.nossenateurs.fr/michelle-demessine/xml"
"Festival de Confolens","",15000,"Subvention fonctionnement",224,"BONNEFOY Nicole",16,"Sénateur","","Nicole","Bonnefoy","F","SOC","http://www.senat.fr/senateur/bonnefoy_nicole08060w.html","http://www.nossenateurs.fr/nicole-bonnefoy","http://www.nossenateurs.fr/nicole-bonnefoy/xml"
"Festival de Jazz en Touraine","",10000,"Subvention fonctionnement",224,"FILLEUL Jean-Jacques",37,"Sénateur","","Jean-Jacques","Filleul","H","SOC","http://www.senat.fr/senateur/filleul_jean_jacques11107g.html","http://www.nossenateurs.fr/jean-jacques-filleul","http://www.nossenateurs.fr/jean-jacques-filleul/xml"
"Festival du livre et de la presse d'écologie « Le Felipé »","",5000,"Subvention fonctionnement",224,"DESESSARD Jean",75,"Sénateur","","Jean","Desessard","H","ECO","http://www.senat.fr/senateur/desessard_jean04067m.html","http://www.nossenateurs.fr/jean-desessard","http://www.nossenateurs.fr/jean-desessard/xml"
"Festival international du film ornithologique et animalier","",30000,"Subvention fonctionnement",224,"DULAIT André",79,"Sénateur","","André","Dulait","H","UMP","http://www.senat.fr/senateur/dulait_andre95028h.html","http://www.nossenateurs.fr/andre-dulait","http://www.nossenateurs.fr/andre-dulait/xml"
"Festival théâtral du Val d'Oise","",10000,"Subvention fonctionnement",224,"GILLOT Dominique",95,"Sénateur","","Dominique","Gillot","F","SOC","http://www.senat.fr/senateur/gillot_dominique11089x.html","http://www.nossenateurs.fr/dominique-gillot","http://www.nossenateurs.fr/dominique-gillot/xml"
"Figaro-çi Figaro là","",20000,"Subvention fonctionnement",224,"RAFFARIN Jean-Pierre",86,"Sénateur","","Jean-Pierre","Raffarin","H","UMP","http://www.senat.fr/senateur/raffarin_jean_pierre95059q.html","http://www.nossenateurs.fr/jean-pierre-raffarin","http://www.nossenateurs.fr/jean-pierre-raffarin/xml"
"FNASAT","",5000,"NC",177,"BILLOUT Michel",77,"Sénateur","","Michel","Billout","H","CRC","http://www.senat.fr/senateur/billout_michel04054g.html","http://www.nossenateurs.fr/michel-billout","http://www.nossenateurs.fr/michel-billout/xml"
"FNATH","",1000,"NC",157,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"FNATH 74","",5000,"NC",157,"AMOUDRY Jean-Paul",74,"Sénateur","","Jean-Paul","Amoudry","H","UDI","http://www.senat.fr/senateur/amoudry_jean_paul95005a.html","http://www.nossenateurs.fr/jean-paul-amoudry","http://www.nossenateurs.fr/jean-paul-amoudry/xml"
"FNATH groupement du Rhône et de l'Ain","",1000,"NC",157,"MAZUIR Rachel",1,"Sénateur","","Rachel","Mazuir","H","SOC","http://www.senat.fr/senateur/mazuir_rachel08053x.html","http://www.nossenateurs.fr/rachel-mazuir","http://www.nossenateurs.fr/rachel-mazuir/xml"
"Fondation Bronislaw Geremek","",5000,"Appui aux activités",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Fondation Casa Rafael","",15000,"Appui aux activités",209,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Claude Pompidou","",20000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Copernic","",4000,"Fonctionnement",155,"BENBASSA Esther",94,"Sénateur","","Esther","Benbassa","F","ECO","http://www.senat.fr/senateur/benbassa_esther11033f.html","http://www.nossenateurs.fr/esther-benbassa","http://www.nossenateurs.fr/esther-benbassa/xml"
"Fondation Danielle Mitterrand - France Libertés","",13000,"Fonctionnement",129,"KALTENBACH Philippe",92,"Sénateur","","Philippe","Kaltenbach","H","SOC","http://www.senat.fr/senateur/kaltenbach_philippe11084s.html","http://www.nossenateurs.fr/philippe-kaltenbach","http://www.nossenateurs.fr/philippe-kaltenbach/xml"
"Fondation Danielle Mitterrand - France Libertés","",20000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Danielle Mitterrand - France Libertés","",20000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation de la Maison des Sciences de l'Homme (FMSH)","",15000,"Promouvoir les sciences humaines et sociales, et veiller à leur interdisciplinarité et leur internationalisation",150,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"FONDATION DE LA RESISTANCE","",20000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation de l'écologie politique","",50000,"Fonctionnement",129,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"FONDATION ENTENTE FRANCO-ALLEMANDE","",10000,"Colloque / symposium ""Marché de l'emploi transfrontalier"".",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"FONDATION GABRIEL PERI","",80000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Gabriel Péri","",90000,"Subvention fonctionnement",224,"LAURENT Pierre",75,"Sénateur","","Pierre","Laurent","H","CRC","http://www.senat.fr/senateur/laurent_pierre12041x.html","http://www.nossenateurs.fr/pierre-laurent","http://www.nossenateurs.fr/pierre-laurent/xml"
"FONDATION INTERNATIONALE DE FINANCES PUBLIQUES (FONDAFIP)","",10000,"Promouvoir et développer la réflexion et la recherche dans le domaine des finances publiques, notamment sous un angle comparatif, en favorisan les échanges entre praticiens et chercheurs ainsi qu’en apportant un soutien et une aide aux jeunes chercheurs du domaine.",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"FONDATION JEAN JAURES","",80000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Jean Jaurès","",90000,"Fonctionnement",129,"MARC François",29,"Sénateur","","François","Marc","H","SOC","http://www.senat.fr/senateur/marc_francois98046x.html","http://www.nossenateurs.fr/francois-marc","http://www.nossenateurs.fr/francois-marc/xml"
"Fondation Jean-Léon Le Prévost","",2000,"Fondation Jean-Léon Le Prévost",106,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Fondation Nicolat Hulot","",7000,"NC",217,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"Fondation Nicolat Hulot","",8000,"NC",217,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"FONDATION POUR L'ECOLOGIE POLITIQUE","",30000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation prospective et innovation","",30000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"FONDATION RES PUBLICA","",50000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"FONDATION ROBERT SCHUMAN","",70000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Fondation Royaumont","",25000,"Subvention fonctionnement",224,"KHIARI Bariza",75,"Sénateur","","Bariza","Khiari","F","SOC","http://www.senat.fr/senateur/khiari_bariza04077p.html","http://www.nossenateurs.fr/bariza-khiari","http://www.nossenateurs.fr/bariza-khiari/xml"
"Fonds pour la promotion de la langue française","",2000,"Subvention fonctionnement",224,"BORDIER Pierre",89,"Sénateur","","Pierre","Bordier","H","UMP","http://www.senat.fr/senateur/bordier_pierre04073k.html","http://www.nossenateurs.fr/pierre-bordier","http://www.nossenateurs.fr/pierre-bordier/xml"
"Fonds pour la promotion de l'enseignement de la langue française","",5000,"Appui aux activités",185,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Football Club Barjac 48","",650,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Football Club de Callas","",2000,"NC",219,"COLLOMBAT Pierre-Yves",83,"Sénateur","","Pierre-Yves","Collombat","H","RDSE","http://www.senat.fr/senateur/collombat_pierre_yves04038g.html","http://www.nossenateurs.fr/pierre-yves-collombat","http://www.nossenateurs.fr/pierre-yves-collombat/xml"
"Football Club de Limonest st Didier Mont d'Or","",10000,"NC",219,"DINI Muguette",69,"Sénateur","","Muguette","Dini","F","UDI","http://www.senat.fr/senateur/dini_muguette04051d.html","http://www.nossenateurs.fr/muguette-dini","http://www.nossenateurs.fr/muguette-dini/xml"
"Football Club du Bourget","",4000,"NC",219,"CAPO-CANELLAS Vincent",93,"Sénateur","","Vincent","Capo-Canellas","H","UDI","http://www.senat.fr/senateur/capo_canellas_vincent11053k.html","http://www.nossenateurs.fr/vincent-capo-canellas","http://www.nossenateurs.fr/vincent-capo-canellas/xml"
"Football Club Moulinois","",1000,"NC",219,"SCHURCH Mireille",3,"Sénateur","","Mireille","Schurch","F","CRC","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://www.nossenateurs.fr/mireille-schurch","http://www.nossenateurs.fr/mireille-schurch/xml"
"Forum du temps libre","",2500,"Forum du temps libre",106,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"Foyer de Grenelle","",10000,"Foyer de Grenelle",106,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Foyer rural de Clavier","",2000,"NC",163,"COLLOMBAT Pierre-Yves",83,"Sénateur","","Pierre-Yves","Collombat","H","RDSE","http://www.senat.fr/senateur/collombat_pierre_yves04038g.html","http://www.nossenateurs.fr/pierre-yves-collombat","http://www.nossenateurs.fr/pierre-yves-collombat/xml"
"Foyer Rural de Javols","",3000,"Subvention fonctionnement",224,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Foyer rural de Toussan","",2800,"NC",163,"LIPIETZ Hélène",77,"Sénateur","","Hélène","Lipietz","F","ECO","http://www.senat.fr/senateur/lipietz_helene12035a.html","http://www.nossenateurs.fr/helene-lipietz","http://www.nossenateurs.fr/helene-lipietz/xml"
"Foyer Rural des Laubies","",500,"Subvention fonctionnement",224,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Foyer socio-éducatif du collège Côte Rousse (Chambéry)","",5000,"Fonctionnement",230,"VAIRETTO André",73,"Sénateur","","André","Vairetto","H","SOC","http://www.senat.fr/senateur/vairetto_andre12038d.html","http://www.nossenateurs.fr/andre-vairetto","http://www.nossenateurs.fr/andre-vairetto/xml"
"Foyer socio-éducatif du collège Léonard de Vinci de Witry- lès Reims","",500,"NC",163,"DETRAIGNE Yves",51,"Sénateur","","Yves","Détraigne","H","UDI","http://www.senat.fr/senateur/detraigne_yves01024m.html","http://www.nossenateurs.fr/yves-detraigne","http://www.nossenateurs.fr/yves-detraigne/xml"
"Foyers ruraux de Seine et Marne","",10000,"Subvention fonctionnement",224,"LIPIETZ Hélène",77,"Sénateur","","Hélène","Lipietz","F","ECO","http://www.senat.fr/senateur/lipietz_helene12035a.html","http://www.nossenateurs.fr/helene-lipietz","http://www.nossenateurs.fr/helene-lipietz/xml"
"France ACTIVE","",30000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"France Amérique Latine","",3000,"Ciné club- Cours de français",209,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"France Palestine Solidarité","",7000,"Dattes dans la vallée du Jourdain",209,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
