"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"Association Fourmidiable","",3000,"Subvention fonctionnement",224,"BERNARD-REYMOND Pierre",5,"Sénateur","","Pierre","Bernard-Reymond","H","NI","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://www.nossenateurs.fr/pierre-bernard-reymond","http://www.nossenateurs.fr/pierre-bernard-reymond/xml"
"Association Fourqueux, Mareil, Relais Emploi Solidarité (FRES)","",3000,"NC",102,"GOURNAC Alain",78,"Sénateur","","Alain","Gournac","H","UMP","http://www.senat.fr/senateur/gournac_alain95035g.html","http://www.nossenateurs.fr/alain-gournac","http://www.nossenateurs.fr/alain-gournac/xml"
"Association foyer rural de Saint-Chinian","",1500,"NC",163,"TROPEANO Robert",34,"Sénateur","","Robert","Tropeano","H","RDSE","http://www.senat.fr/senateur/tropeano_robert06004e.html","http://www.nossenateurs.fr/robert-tropeano","http://www.nossenateurs.fr/robert-tropeano/xml"
"Association française de bienfaisance du Vanuatu","",20000,"Fourniture et pose volets roulants - protection anticyclone",209,"COINTAT Christian",999,"Sénateur","","Christian","Cointat","H","UMP","http://www.senat.fr/senateur/cointat_christian01063u.html","http://www.nossenateurs.fr/christian-cointat","http://www.nossenateurs.fr/christian-cointat/xml"
"Association française de solidarité de Tananarive","",12000,"Achats matériels informatiques et amélioration de l'habitat",209,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Association Française d'Entraide","",5000,"Appui aux activités",185,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Association française d'entraide de Bamako","",6000,"Appui aux activités",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Association française d'entraide et de solidarité","",2000,"Aides aux personnes âgées",185,"FERRAND André",999,"Sénateur","","André","Ferrand","H","UMP","http://www.senat.fr/senateur/ferrand_andre98019u.html","http://www.nossenateurs.fr/andre-ferrand","http://www.nossenateurs.fr/andre-ferrand/xml"
"Association française pour l'aide aux mères de famille","",9000,"Climatisation, volets roulants",151,"DEL PICCHIA Robert",999,"Sénateur","","Robert","del Picchia","H","UMP","http://www.senat.fr/senateur/del_picchia_robert98018t.html","http://www.nossenateurs.fr/robert-del-picchia","http://www.nossenateurs.fr/robert-del-picchia/xml"
"Association Franco-Kurde","",3824,"Subvention fonctionnement",224,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"Association G.Y.M","",1000,"NC",219,"DURIEZ Odette",62,"Sénateur","","Odette","Duriez","F","SOC","http://www.senat.fr/senateur/duriez_odette11062l.html","http://www.nossenateurs.fr/odette-duriez","http://www.nossenateurs.fr/odette-duriez/xml"
"ASSOCIATION GEORGES POMPIDOU","",20000,"Fonctionnement",129,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Association Gym pour tous","",2000,"NC",219,"CHATILLON Alain",31,"Sénateur","","Alain","Chatillon","H","UMP","http://www.senat.fr/senateur/chatillon_alain08028w.html","http://www.nossenateurs.fr/alain-chatillon","http://www.nossenateurs.fr/alain-chatillon/xml"
"Association humanitaire de secours et de préservation du patrimoine en Syrie – Mme MATOIAN Valérie","",10000,"Subvention fonctionnement",175,"VIAL Jean-Pierre",73,"Sénateur","","Jean-Pierre","Vial","H","UMP","http://www.senat.fr/senateur/vial_jean_pierre95067q.html","http://www.nossenateurs.fr/jean-pierre-vial","http://www.nossenateurs.fr/jean-pierre-vial/xml"
"Association ICEM","",20000,"Fonctionnement",139,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Association INSEME","",10000,"NC",204,"ALFONSI Nicolas","2A","Sénateur","","Nicolas","Alfonsi","H","RDSE","http://www.senat.fr/senateur/alfonsi_nicolas01065w.html","http://www.nossenateurs.fr/nicolas-alfonsi","http://www.nossenateurs.fr/nicolas-alfonsi/xml"
"Association INTERFACE USB","",5000,"NC",103,"DOMINATI Philippe",75,"Sénateur","","Philippe","Dominati","H","UMP","http://www.senat.fr/senateur/dominati_philippe04071h.html","http://www.nossenateurs.fr/philippe-dominati","http://www.nossenateurs.fr/philippe-dominati/xml"
"Association IRFED Europe","",10000,"NC",102,"DESESSARD Jean",75,"Sénateur","","Jean","Desessard","H","ECO","http://www.senat.fr/senateur/desessard_jean04067m.html","http://www.nossenateurs.fr/jean-desessard","http://www.nossenateurs.fr/jean-desessard/xml"
"Association la Camillienne sports 12","",10000,"NC",219,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"Association La Dent Creuse","",4000,"Subvention fonctionnement",131,"LABBE Joël",56,"Sénateur","","Joël","Labbé","H","ECO","http://www.senat.fr/senateur/labbe_joel11099a.html","http://www.nossenateurs.fr/joel-labbe","http://www.nossenateurs.fr/joel-labbe/xml"
"Association la Drôle Compagnie","",3000,"Subvention fonctionnement",224,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"Association Labenne Olympique Sporting Club","",5000,"NC",219,"CARTRON Françoise",33,"Sénateur","","Françoise","Cartron","F","SOC","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://www.nossenateurs.fr/francoise-cartron","http://www.nossenateurs.fr/francoise-cartron/xml"
"Association l'Atelier du Quetzal","",2500,"Subvention fonctionnement",224,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"Association LES AMIS DU BUS DES FEMMES","",8000,"NC",102,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Association L'Escale","",2500,"Association L'Escale",106,"GONTHIER-MAURIN Brigitte",92,"Sénateur","","Brigitte","Gonthier-Maurin","F","CRC","http://www.senat.fr/senateur/gonthier_maurin_brigitte07026q.html","http://www.nossenateurs.fr/brigitte-gonthier-maurin","http://www.nossenateurs.fr/brigitte-gonthier-maurin/xml"
"Association Loisirs et Tradition de France","",30000,"Subvention fonctionnement",175,"ANDRE Pierre",2,"Sénateur","","Pierre","André","H","UMP","http://www.senat.fr/senateur/andre_pierre98036v.html","http://www.nossenateurs.fr/pierre-andre","http://www.nossenateurs.fr/pierre-andre/xml"
"Association Madeleine Accessibilité","",30000,"Subvention fonctionnement",175,"DOMINATI Philippe",75,"Sénateur","","Philippe","Dominati","H","UMP","http://www.senat.fr/senateur/dominati_philippe04071h.html","http://www.nossenateurs.fr/philippe-dominati","http://www.nossenateurs.fr/philippe-dominati/xml"
"Association Magné Animation","",5000,"Subvention fonctionnement",131,"BECOT Michel",79,"Sénateur","","Michel","Bécot","H","UMP","http://www.senat.fr/senateur/becot_michel95009e.html","http://www.nossenateurs.fr/michel-becot","http://www.nossenateurs.fr/michel-becot/xml"
"Association Marie-Marthe","",21218,"Aide aux travaux pour les familles sinistrées du cyclone EVAN - District de Hihifo - FUTUNA",123,"LAUFOAULU Robert",986,"Sénateur","","Robert","Laufoaulu","H","UMP","http://www.senat.fr/senateur/laufoaulu_robert98005n.html","http://www.nossenateurs.fr/robert-laufoaulu","http://www.nossenateurs.fr/robert-laufoaulu/xml"
"Association Maurice Schumann","",8000,"Subvention fonctionnement",224,"VANDIERENDONCK René",59,"Sénateur","","René","Vandierendonck","H","SOC","http://www.senat.fr/senateur/vandierendonck_rene11037k.html","http://www.nossenateurs.fr/rene-vandierendonck","http://www.nossenateurs.fr/rene-vandierendonck/xml"
"Association Mobylité","",6000,"Fonctionnement",203,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"Association Morbihannaise Festival international du Film Insulare de Groix","",5000,"Subvention fonctionnement",224,"LABBE Joël",56,"Sénateur","","Joël","Labbé","H","ECO","http://www.senat.fr/senateur/labbe_joel11099a.html","http://www.nossenateurs.fr/joel-labbe","http://www.nossenateurs.fr/joel-labbe/xml"
"Association MORIBAR","",4000,"NC",163,"BOUCHOUX Corinne",49,"Sénateur","","Corinne","Bouchoux","F","ECO","http://www.senat.fr/senateur/bouchoux_corinne11029k.html","http://www.nossenateurs.fr/corinne-bouchoux","http://www.nossenateurs.fr/corinne-bouchoux/xml"
"Association Na Papa E Va'U","",40000,"Subvention fonctionnement",175,"AICHI Leila",75,"Sénateur","","Leila","Aïchi","F","ECO","http://www.senat.fr/senateur/aichi_leila11076s.html","http://www.nossenateurs.fr/leila-aichi","http://www.nossenateurs.fr/leila-aichi/xml"
"Association Nationale des Elus de la Montagne (ANEM)","",50000,"Fonctionnement",112,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Association nationale des membres de l'Ordre national du mérite - Section de l'Ain - 1 000 € du Sénateur Berthou et1 000 € du Sénateur Mazuir","",1000,"Célébration du 50ème anniversaire de l'Ordre National du Mérite",169,"BERTHOU Jacques",1,"Sénateur","","Jacques","Berthou","H","SOC","http://www.senat.fr/senateur/berthou_jacques08059e.html","http://www.nossenateurs.fr/jacques-berthou","http://www.nossenateurs.fr/jacques-berthou/xml"
"Association nationale des membres de l'Ordre national du mérite - Section de l'Ain - 1 000 € du Sénateur Berthou et1 000 € du Sénateur Mazuir","",1000,"Célébration du 50ème anniversaire de l'Ordre National du Mérite",169,"MAZUIR Rachel",1,"Sénateur","","Rachel","Mazuir","H","SOC","http://www.senat.fr/senateur/mazuir_rachel08053x.html","http://www.nossenateurs.fr/rachel-mazuir","http://www.nossenateurs.fr/rachel-mazuir/xml"
"Association Nationale pour la Citoyenneté et la Prévention","",6000,"Action de prévention et de citoyenneté",209,"ARCHIMBAUD Aline",93,"Sénateur","","Aline","Archimbaud","F","ECO","http://www.senat.fr/senateur/archimbaud_aline11055m.html","http://www.nossenateurs.fr/aline-archimbaud","http://www.nossenateurs.fr/aline-archimbaud/xml"
"Association Notre-Dame de Rigny","",3000,"Subvention fonctionnement",175,"FILLEUL Jean-Jacques",37,"Sénateur","","Jean-Jacques","Filleul","H","SOC","http://www.senat.fr/senateur/filleul_jean_jacques11107g.html","http://www.nossenateurs.fr/jean-jacques-filleul","http://www.nossenateurs.fr/jean-jacques-filleul/xml"
"Association Oissel Basket Seine","",3000,"NC",219,"FOUCAUD Thierry",76,"Sénateur","","Thierry","Foucaud","H","CRC","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://www.nossenateurs.fr/thierry-foucaud","http://www.nossenateurs.fr/thierry-foucaud/xml"
"Association Olu - ALO - Futuna","",16760,"Construction d'un accès au plateau de Olu - circonscription d'Alo - FUTUNA",123,"LAUFOAULU Robert",986,"Sénateur","","Robert","Laufoaulu","H","UMP","http://www.senat.fr/senateur/laufoaulu_robert98005n.html","http://www.nossenateurs.fr/robert-laufoaulu","http://www.nossenateurs.fr/robert-laufoaulu/xml"
"Association Ono Développement FAKATASI'AGA","",16760,"Travaux de finition du fale Fono du village d'Ono (Maison commune), circonscription d'Alo - FUTUNA",123,"LAUFOAULU Robert",986,"Sénateur","","Robert","Laufoaulu","H","UMP","http://www.senat.fr/senateur/laufoaulu_robert98005n.html","http://www.nossenateurs.fr/robert-laufoaulu","http://www.nossenateurs.fr/robert-laufoaulu/xml"
"ASsociation pour la PROmotion des Produits Naturels Peu Préoccupants (ASPRO PNPP)","",2500,"Fonctionnement : Essais de préparations de plantes sur différentes cultures",113,"BOURZAI Bernadette",19,"Sénateur","","Bernadette","Bourzai","F","SOC","http://www.senat.fr/senateur/bourzai_bernadette08050u.html","http://www.nossenateurs.fr/bernadette-bourzai","http://www.nossenateurs.fr/bernadette-bourzai/xml"
"Association pour la sauvegarde de l'église Saint-Rémi de Congis","",5000,"NC",163,"LIPIETZ Hélène",77,"Sénateur","","Hélène","Lipietz","F","ECO","http://www.senat.fr/senateur/lipietz_helene12035a.html","http://www.nossenateurs.fr/helene-lipietz","http://www.nossenateurs.fr/helene-lipietz/xml"
"Association pour l'amélioration des résidences du chêne pointu et de l'étoile du chêne pointu (ARCP)","",10000,"Défense des droits et intérêts des copropriétaires et locataires",135,"AICHI Leila",75,"Sénateur","","Leila","Aïchi","F","ECO","http://www.senat.fr/senateur/aichi_leila11076s.html","http://www.nossenateurs.fr/leila-aichi","http://www.nossenateurs.fr/leila-aichi/xml"
"Association pour l'Amitié","",6000,"Association pour l'Amitié",106,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Association pour l'auto-emploi des jeunes APAJ","",12000,"Création d'un local de formation",209,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Association Proxité","",3000,"Fonctionnement",230,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Association QUAZAR","",3800,"NC",163,"BOUCHOUX Corinne",49,"Sénateur","","Corinne","Bouchoux","F","ECO","http://www.senat.fr/senateur/bouchoux_corinne11029k.html","http://www.nossenateurs.fr/corinne-bouchoux","http://www.nossenateurs.fr/corinne-bouchoux/xml"
"Association rassemblement pour la Planète","",50000,"NC",204,"AICHI Leila",75,"Sénateur","","Leila","Aïchi","F","ECO","http://www.senat.fr/senateur/aichi_leila11076s.html","http://www.nossenateurs.fr/leila-aichi","http://www.nossenateurs.fr/leila-aichi/xml"
"Association REGIE DE QUARTIER A MONTREUIL","",4000,"NC",103,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Association Réseau Environnement Santé","",20000,"NC",204,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Association retraites agricole pour l'entraide, la coopération et le développement","",7000,"Fonctionnement",154,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Association Sciences Technologie et société de Nord Pas de Calais","",3000,"Fonctionnement : Faire découvrir le livre de vulgarisation scientifique",113,"BLANDIN Marie-Christine",59,"Sénateur","","Marie-Christine","Blandin","F","ECO","http://www.senat.fr/senateur/blandin_marie_christine01044r.html","http://www.nossenateurs.fr/marie-christine-blandin","http://www.nossenateurs.fr/marie-christine-blandin/xml"
"Association Souffel Escrime Club","",3000,"NC",219,"REICHARDT André",67,"Sénateur","","André","Reichardt","H","UMP","http://www.senat.fr/senateur/reichardt_andre10015m.html","http://www.nossenateurs.fr/andre-reichardt","http://www.nossenateurs.fr/andre-reichardt/xml"
"Association sportive Montluçonnaise section Tir à l'arc","",500,"NC",219,"SCHURCH Mireille",3,"Sénateur","","Mireille","Schurch","F","CRC","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://www.nossenateurs.fr/mireille-schurch","http://www.nossenateurs.fr/mireille-schurch/xml"
"association Stade de Vanves","",5000,"NC",219,"MARSEILLE Hervé",92,"Sénateur","","Hervé","Marseille","H","UDI","http://www.senat.fr/senateur/marseille_herve11085t.html","http://www.nossenateurs.fr/herve-marseille","http://www.nossenateurs.fr/herve-marseille/xml"
"Association SWANE","",10000,"NC",204,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"Association syndicale de la Risle 2ème section","",9000,"Investissement : travaux sur le DPF",113,"BOURDIN Joël",27,"Sénateur","","Joël","Bourdin","H","UMP","http://www.senat.fr/senateur/bourdin_joel89022n.html","http://www.nossenateurs.fr/joel-bourdin","http://www.nossenateurs.fr/joel-bourdin/xml"
"Association Télégazette","",4000,"Subvention fonctionnement",224,"BERNARD-REYMOND Pierre",5,"Sénateur","","Pierre","Bernard-Reymond","H","NI","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://www.nossenateurs.fr/pierre-bernard-reymond","http://www.nossenateurs.fr/pierre-bernard-reymond/xml"
"Association Toulouse Saint-Jo","",5000,"NC",219,"MIRASSOU Jean-Jacques",31,"Sénateur","","Jean-Jacques","Mirassou","H","SOC","http://www.senat.fr/senateur/mirassou_jean_jacques08033t.html","http://www.nossenateurs.fr/jean-jacques-mirassou","http://www.nossenateurs.fr/jean-jacques-mirassou/xml"
"Association Valentin Haüy","",6000,"NC",157,"DINI Muguette",69,"Sénateur","","Muguette","Dini","F","UDI","http://www.senat.fr/senateur/dini_muguette04051d.html","http://www.nossenateurs.fr/muguette-dini","http://www.nossenateurs.fr/muguette-dini/xml"
"Association Via Grenelle","",5000,"Subvention fonctionnement",224,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Association Vivre à Cubièrettes","",750,"Subvention fonctionnement",224,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Association Wolfi Jazz","",3000,"Subvention fonctionnement",131,"KELLER Fabienne",67,"Sénateur","","Fabienne","Keller","F","UMP","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://www.nossenateurs.fr/fabienne-keller","http://www.nossenateurs.fr/fabienne-keller/xml"
"Association Yonne-Kadhétie","",4000,"Subvention fonctionnement",224,"BORDIER Pierre",89,"Sénateur","","Pierre","Bordier","H","UMP","http://www.senat.fr/senateur/bordier_pierre04073k.html","http://www.nossenateurs.fr/pierre-bordier","http://www.nossenateurs.fr/pierre-bordier/xml"
"Association ZIG-ZAG","",10000,"NC",163,"ARCHIMBAUD Aline",93,"Sénateur","","Aline","Archimbaud","F","ECO","http://www.senat.fr/senateur/archimbaud_aline11055m.html","http://www.nossenateurs.fr/aline-archimbaud","http://www.nossenateurs.fr/aline-archimbaud/xml"
"Assosciences Midi Pyérénée","",2000,"Fonctionnement",230,"LABORDE Françoise",31,"Sénateur","","Françoise","Laborde","F","RDSE","http://www.senat.fr/senateur/laborde_francoise08031r.html","http://www.nossenateurs.fr/francoise-laborde","http://www.nossenateurs.fr/francoise-laborde/xml"
"ATD Quart monde Pologne","",5000,"Aménagement nouveau local",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Atelier d'Euterpe","",6500,"Subvention fonctionnement",224,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Athletisme Olympic Pontoise","",4905,"NC",219,"LAURENT Daniel",17,"Sénateur","","Daniel","Laurent","H","UMP","http://www.senat.fr/senateur/laurent_daniel08015r.html","http://www.nossenateurs.fr/daniel-laurent","http://www.nossenateurs.fr/daniel-laurent/xml"
"Au coeur du 17ème nos voisins ont des talents","",5000,"Subvention fonctionnement",175,"CHARON Pierre",75,"Sénateur","","Pierre","Charon","H","UMP","http://www.senat.fr/senateur/charon_pierre11080n.html","http://www.nossenateurs.fr/pierre-charon","http://www.nossenateurs.fr/pierre-charon/xml"
"Au coeur du bois et des énergies renouvelables","",1000,"Subvention fonctionnement",224,"MORIN-DESAILLY Catherine",76,"Sénateur","","Catherine","Morin-Desailly","F","UDI","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html","http://www.nossenateurs.fr/catherine-morin-desailly","http://www.nossenateurs.fr/catherine-morin-desailly/xml"
"Au marché conté","",2000,"NC",304,"MAZUIR Rachel",1,"Sénateur","","Rachel","Mazuir","H","SOC","http://www.senat.fr/senateur/mazuir_rachel08053x.html","http://www.nossenateurs.fr/rachel-mazuir","http://www.nossenateurs.fr/rachel-mazuir/xml"
"Autisme Bel Avenir","",20000,"NC",157,"VERGES Paul",974,"Sénateur","","Paul","Vergès","H","CRC","http://www.senat.fr/senateur/verges_paul96003c.html","http://www.nossenateurs.fr/paul-verges","http://www.nossenateurs.fr/paul-verges/xml"
"Avant-garde angervillaise","",1000,"Subvention fonctionnement",224,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Avenir Foot Lozère","",4000,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Avril Films","",4000,"Subvention fonctionnement",224,"BENBASSA Esther",94,"Sénateur","","Esther","Benbassa","F","ECO","http://www.senat.fr/senateur/benbassa_esther11033f.html","http://www.nossenateurs.fr/esther-benbassa","http://www.nossenateurs.fr/esther-benbassa/xml"
"Badminton Club Veynois","",1500,"NC",219,"BERNARD-REYMOND Pierre",5,"Sénateur","","Pierre","Bernard-Reymond","H","NI","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://www.nossenateurs.fr/pierre-bernard-reymond","http://www.nossenateurs.fr/pierre-bernard-reymond/xml"
"Banque alimentaire du Caire","",4000,"Appui aux activités",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Basket Athlétic Club de Vincennes","",2000,"NC",219,"PROCACCIA Catherine",94,"Sénateur","","Catherine","Procaccia","F","UMP","http://www.senat.fr/senateur/procaccia_catherine04043d.html","http://www.nossenateurs.fr/catherine-procaccia","http://www.nossenateurs.fr/catherine-procaccia/xml"
"Basket Club de Souffelweyersheim","",22000,"NC",219,"REICHARDT André",67,"Sénateur","","André","Reichardt","H","UMP","http://www.senat.fr/senateur/reichardt_andre10015m.html","http://www.nossenateurs.fr/andre-reichardt","http://www.nossenateurs.fr/andre-reichardt/xml"
"Basket Club d'Orchies","",10000,"NC",219,"BAILLY Gérard",39,"Sénateur","","Gérard","Bailly","H","UMP","http://www.senat.fr/senateur/bailly_gerard01008m.html","http://www.nossenateurs.fr/gerard-bailly","http://www.nossenateurs.fr/gerard-bailly/xml"
"Biblionef","",3000,"Lecture au Sénégal",209,"GARRIAUD-MAYLAM Joëlle",999,"Sénateur","","Joëlle","Garriaud-Maylam","F","UMP","http://www.senat.fr/senateur/garriaud_maylam_joelle04035d.html","http://www.nossenateurs.fr/joelle-garriaud-maylam","http://www.nossenateurs.fr/joelle-garriaud-maylam/xml"
"Biblionef","",5000,"Lecture publique au Togo",209,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Biblionef","",10000,"Développement de la lecture à St Domingue",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Bibliothèque sans frontière","",30000,"Collecte de livres",209,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Bildungsförderung in Oberguinea","",3000,"Construction d'une salle de professeurs dans un collège de brousse en Haute-Guinée",209,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Boulogne Billancourt Ecologie sur dotation de 10 000","",5000,"NC",217,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Breizh Kengred Burkina","",10000,"Production d'engrais biologiques",209,"LABBE Joël",56,"Sénateur","","Joël","Labbé","H","ECO","http://www.senat.fr/senateur/labbe_joel11099a.html","http://www.nossenateurs.fr/joel-labbe","http://www.nossenateurs.fr/joel-labbe/xml"
"C° du Pain d'Orge","",2500,"Subvention fonctionnement",224,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"C° Talipot","",10000,"Subvention fonctionnement",131,"VERGES Paul",974,"Sénateur","","Paul","Vergès","H","CRC","http://www.senat.fr/senateur/verges_paul96003c.html","http://www.nossenateurs.fr/paul-verges","http://www.nossenateurs.fr/paul-verges/xml"
"CADAC","",5000,"NC",137,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"Cahors Sauzet Basket","",7500,"NC",219,"MIQUEL Gérard",46,"Sénateur","","Gérard","Miquel","H","SOC","http://www.senat.fr/senateur/miquel_gerard92039x.html","http://www.nossenateurs.fr/gerard-miquel","http://www.nossenateurs.fr/gerard-miquel/xml"
