"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"ABBEVILLE",80,1316,"L'aménagement de l'aire de jeux ""Picardie"" située quartier des Provinces",122,"MATHON Gilbert",80,"Député",2012,"Gilbert","Mathon","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/336067.asp","http://2007-2012.nosdeputes.fr/gilbert-mathon","http://2007-2012.nosdeputes.fr/gilbert-mathon/xml"
"ABBEVILLE",80,2699,"L'aménagement des vestiaires du terrain de rugby, situé côté de la Justice",122,"MATHON Gilbert",80,"Député",2012,"Gilbert","Mathon","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/336067.asp","http://2007-2012.nosdeputes.fr/gilbert-mathon","http://2007-2012.nosdeputes.fr/gilbert-mathon/xml"
"ABBEVILLE-SAINT-LUCIEN",60,1300,"L'installation d'une alarme dans les bâtiments communaux",122,"DASSAULT Olivier",60,"Député",2012,"Olivier","Dassault","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/998.asp","http://www.nosdeputes.fr/olivier-dassault","http://www.nosdeputes.fr/olivier-dassault/xml"
"ABEILHAN",34,16851,"La réfection de la cour de l'école Léon Lagarde et l'acquisition de jeux, de mobilier de cour et d'équipements complémentaires",122,"DENAJA Sébastien",34,"Député",2013,"Sébastien","Denaja","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606623.asp","http://www.nosdeputes.fr/sebastien-denaja","http://www.nosdeputes.fr/sebastien-denaja/xml"
"ABELCOURT",70,8000,"La sécurisation de la RD 6 en traverse du village (1ère tranche)",122,"RAISON Michel",70,"Député",2012,"Michel","Raison","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267018.asp","http://2007-2012.nosdeputes.fr/michel-raison","http://2007-2012.nosdeputes.fr/michel-raison/xml"
"ABILLY",37,11400,"L'aménagement d'un préau sur l'Ile de la Claise",122,"TOURAINE Marisol",37,"Député",2012,"Marisol","Touraine","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2825.asp","http://www.nosdeputes.fr/marisol-touraine","http://www.nosdeputes.fr/marisol-touraine/xml"
"ABONCOURT",57,3000,"L'aménagement d'un chemin d'accès au city-stade",122,"FILIPPETTI Aurélie",57,"Député",2009,"Aurélie","Filippetti","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333611.asp","http://www.nosdeputes.fr/aurelie-filippetti","http://www.nosdeputes.fr/aurelie-filippetti/xml"
"ACCOLAY",89,9891,"La restauration de la toiture de la nef de l'église",122,"ROLLAND Jean-Marie",89,"Député",2012,"Jean-Marie","Rolland","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267570.asp","http://2007-2012.nosdeputes.fr/jean-marie-rolland","http://2007-2012.nosdeputes.fr/jean-marie-rolland/xml"
"ACHERES",18,2370,"La mise aux normes électriques de l'atelier communal",122,"FROMION Yves",18,"Député",2013,"Yves","Fromion","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1379.asp","http://www.nosdeputes.fr/yves-fromion","http://www.nosdeputes.fr/yves-fromion/xml"
"ACHEU-EN-VIMEU",80,4000,"La restauration de la sacristie de l'église",122,"ACCOYER Bernard",74,"Député",2011,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"ACHEVILLE",62,3740,"La construction d'un plateau multisports",122,"GENISSON Catherine",62,"Député",2010,"Catherine","Génisson","F","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/1452.asp","http://2007-2012.nosdeputes.fr/catherine-genisson","http://2007-2012.nosdeputes.fr/catherine-genisson/xml"
"ACHICOURT",62,7809,"La reconstruction de l'école maternelle Michel Darras",122,"DEFONTAINE Jean-Pierre",62,"Député",2005,"","","","11ème législature (2002-2007)","","",""
"ACQUIGNY",27,4363,"La construction d'une école maternelle",122,"LONCLE François",27,"Député",2009,"François","Loncle","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1991.asp","http://www.nosdeputes.fr/francois-loncle","http://www.nosdeputes.fr/francois-loncle/xml"
"AFFOUX",69,8000,"La construction d'une salle associative",122,"VERCHERE Patrice",69,"Député",2013,"Patrice","Verchère","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334843.asp","http://www.nosdeputes.fr/patrice-verchere","http://www.nosdeputes.fr/patrice-verchere/xml"
"AGDE",34,12519,"L'aménagement d'un terrain en gazon synthétique au complexe sportif Daniel Rivalta",122,"D'ETTORE Gilles",34,"Député",2012,"Gilles d'","Gilles d'Ettore","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/332154.asp","http://2007-2012.nosdeputes.fr/gilles-d-ettore","http://2007-2012.nosdeputes.fr/gilles-d-ettore/xml"
"AGDE",34,28660,"La réhabilitation d'un bâtiment communal en Maison des Services Publics au Grau d'Agde",122,"D'ETTORE Gilles",34,"Député",2012,"Gilles d'","Gilles d'Ettore","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/332154.asp","http://2007-2012.nosdeputes.fr/gilles-d-ettore","http://2007-2012.nosdeputes.fr/gilles-d-ettore/xml"
"AGINCOURT",54,8770,"La mise en accessibilité de la mairie et de l'église et l'aménagement de sanitaires à la salle des fêtes",122,"HENART Laurent",54,"Député",2011,"Laurent","Hénart","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267711.asp","http://2007-2012.nosdeputes.fr/laurent-henart","http://2007-2012.nosdeputes.fr/laurent-henart/xml"
"AGNAC",47,4935,"La réfection du 1er étage de la mairie et la restauration de la toiture de l'église Saint- Saturnin",122,"ACCOYER Bernard",74,"Député",2011,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"AIGNAN",32,3914,"La construction d'un espace d'animation intergénérationnel",122,"MARTIN Philippe",32,"Député",2012,"Philippe","Martin","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267278.asp","http://www.nosdeputes.fr/philippe-martin","http://www.nosdeputes.fr/philippe-martin/xml"
"AIGNEVILLE",80,15000,"La restauration de l'église",122,"BIGNON Jérôme",80,"Député",2012,"Jérôme","Bignon","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/513.asp","http://2007-2012.nosdeputes.fr/jerome-bignon","http://2007-2012.nosdeputes.fr/jerome-bignon/xml"
"AIGRE",16,5000,"Des aménagements de sécurité et de voirie, place Fahrenkrug et rue du Renclos",122,"LAMBERT Jérôme",16,"Député",2012,"Jérôme","Lambert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1809.asp","http://www.nosdeputes.fr/jerome-lambert","http://www.nosdeputes.fr/jerome-lambert/xml"
"AIGREFEUILLE",31,19613,"L'extension du groupe scolaire",122,"COHEN Pierre",31,"Député",2010,"Pierre","Cohen","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/891.asp","http://2007-2012.nosdeputes.fr/pierre-cohen","http://2007-2012.nosdeputes.fr/pierre-cohen/xml"
"AIGREMONT",89,18751,"L'aménagement de la place du Puits Bayard, du terrain de football et d'un accès handicapés à l'église",122,"ROLLAND Jean-Marie",89,"Député",2011,"Jean-Marie","Rolland","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267570.asp","http://2007-2012.nosdeputes.fr/jean-marie-rolland","http://2007-2012.nosdeputes.fr/jean-marie-rolland/xml"
"AINCOURT",95,4091,"La restauration des statues de Saint Jean l'évangéliste et Saint Jean-Baptiste",122,"HOUILLON Philippe",95,"Député",2012,"Philippe","Houillon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1661.asp","http://www.nosdeputes.fr/philippe-houillon","http://www.nosdeputes.fr/philippe-houillon/xml"
"AIRAINES",80,5563,"La réfection d'un muret et de piliers situés à l'entrée de l'église",122,"BIGNON Jérôme",80,"Député",2011,"Jérôme","Bignon","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/513.asp","http://2007-2012.nosdeputes.fr/jerome-bignon","http://2007-2012.nosdeputes.fr/jerome-bignon/xml"
"AIRAN",14,3000,"L'aménagement d'un parking aux abords de l'église",122,"TOURRET Alain",14,"Député",2013,"Alain","Tourret","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2828.asp","http://www.nosdeputes.fr/alain-tourret","http://www.nosdeputes.fr/alain-tourret/xml"
"AIRE",8,4620,"L'aménagement d'une nouvelle voirie rue du Moulin et la construction de trottoirs, route de l'Etang",122,"POLETTI Bérengère",8,"Député",2012,"Bérengère","Poletti","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267260.asp","http://www.nosdeputes.fr/berengere-poletti","http://www.nosdeputes.fr/berengere-poletti/xml"
"AIREL",50,4520,"L'isolation extérieure de l'école",122,"GOSSELIN Philippe",50,"Député",2011,"Philippe","Gosselin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266797.asp","http://www.nosdeputes.fr/philippe-gosselin","http://www.nosdeputes.fr/philippe-gosselin/xml"
"AIX-EN-DIOIS",26,2633,"Le réaménagement de la salle polyvalente socio- culturelle",122,"MARITON Hervé",26,"Député",2011,"Hervé","Mariton","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2083.asp","http://www.nosdeputes.fr/herve-mariton","http://www.nosdeputes.fr/herve-mariton/xml"
"AIX-EN-ISSART",62,2953,"La construction d'un bâtiment à usage de quillier",122,"FASQUELLE Daniel",62,"Député",2011,"Daniel","Fasquelle","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334149.asp","http://www.nosdeputes.fr/daniel-fasquelle","http://www.nosdeputes.fr/daniel-fasquelle/xml"
"AIX-EN-PROVENCE",13,100000,"La construction d'un club house au tennis club du Jas de Bouffan",122,"JOISSAINS-MASINI Maryse",13,"Député",2009,"Maryse","Joissains-Masini","F","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267399.asp","http://2007-2012.nosdeputes.fr/maryse-joissains-masini","http://2007-2012.nosdeputes.fr/maryse-joissains-masini/xml"
"AJAIN",23,4829,"La restructuration et la mise aux normes de la salle polyvalente",122,"VERGNIER Michel",23,"Député",2012,"Michel","Vergnier","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2895.asp","http://www.nosdeputes.fr/michel-vergnier","http://www.nosdeputes.fr/michel-vergnier/xml"
"ALAINCOURT",2,2139,"Le remplacement des portails de l'école",122,"BERTRAND Xavier",2,"Député",2012,"Xavier","Bertrand","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267080.asp","http://www.nosdeputes.fr/xavier-bertrand","http://www.nosdeputes.fr/xavier-bertrand/xml"
"ALBE",67,5220,"L'extension et la réhabilitation de l'école située 21, rue de l'Erlenbach (phases 1 et 2)",122,"HERTH Antoine",67,"Député",2013,"Antoine","Herth","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267355.asp","http://www.nosdeputes.fr/antoine-herth","http://www.nosdeputes.fr/antoine-herth/xml"
"ALBEPIERRE-BREDONS",15,7175,"L'aménagement d'une voie communale dans le bourg d'Albepierre",122,"MARLEIX Alain",15,"Député",2011,"Alain","Marleix","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2084.asp","http://www.nosdeputes.fr/alain-marleix","http://www.nosdeputes.fr/alain-marleix/xml"
"ALBERT",80,31239,"L'aménagement de la rue Marcel Vast",122,"DEMILLY Stéphane",80,"Député",2012,"Stéphane","Demilly","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267241.asp","http://www.nosdeputes.fr/stephane-demilly","http://www.nosdeputes.fr/stephane-demilly/xml"
"ALBIGNAC",19,4650,"L'aménagement de l'office de la salle polyvalente",122,"NAUCHE Philippe",19,"Député",2013,"Philippe","Nauche","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2265.asp","http://www.nosdeputes.fr/philippe-nauche","http://www.nosdeputes.fr/philippe-nauche/xml"
"ALBIGNAC",19,10000,"La restructuration de la salle polyvalente",122,"HOLLANDE François",19,"Député",2010,"François","Hollande","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/1654.asp","http://2007-2012.nosdeputes.fr/francois-hollande","http://2007-2012.nosdeputes.fr/francois-hollande/xml"
"ALBON",26,10000,"La construction d'un groupe scolaire et d'une cantine",122,"THORAVAL Marie-Hélène",26,"Député",2011,"Marie-Hélène","Thoraval","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/341466.asp","http://2007-2012.nosdeputes.fr/marie-helene-thoraval","http://2007-2012.nosdeputes.fr/marie-helene-thoraval/xml"
"ALEXAIN",53,25000,"L'extension et la restructuration de la salle des fêtes",122,"FAVENNEC Yannick",53,"Député",2010,"Yannick","Favennec","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267042.asp","http://www.nosdeputes.fr/yannick-favennec","http://www.nosdeputes.fr/yannick-favennec/xml"
"ALGRANGE",57,8000,"Le réaménagement des combles de la mairie",122,"LIEBGOTT Michel",57,"Député",2010,"Michel","Liebgott","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1977.asp","http://www.nosdeputes.fr/michel-liebgott","http://www.nosdeputes.fr/michel-liebgott/xml"
"ALINCOURT",8,5000,"La réhabilitation de l'assainissement de la salle communale et du logement",122,"POLETTI Bérengère",8,"Député",2012,"Bérengère","Poletti","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267260.asp","http://www.nosdeputes.fr/berengere-poletti","http://www.nosdeputes.fr/berengere-poletti/xml"
"ALIXAN",26,125,"L'aménagement de la rue de la Tour Basse, de l'entrée de la place de la mairie et de la liaison sécurisée entre le centre historique et la place des écoles",122,"THORAVAL Marie-Hélène",26,"Député",2012,"Marie-Hélène","Thoraval","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/341466.asp","http://2007-2012.nosdeputes.fr/marie-helene-thoraval","http://2007-2012.nosdeputes.fr/marie-helene-thoraval/xml"
"ALIZAY",27,2000,"L'extension et la réhabilitation de la mairie",122,"LONCLE François",27,"Député",2009,"François","Loncle","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1991.asp","http://www.nosdeputes.fr/francois-loncle","http://www.nosdeputes.fr/francois-loncle/xml"
"ALLAIRE",56,10000,"La sécurisation de la RD 775 en agglomération (tranche ferme)",122,"BOUVARD Loïc",56,"Député",2011,"Loïc","Bouvard","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/634.asp","http://2007-2012.nosdeputes.fr/loic-bouvard","http://2007-2012.nosdeputes.fr/loic-bouvard/xml"
"ALLAN",26,10270,"La restructuration et l'extension du groupe scolaire (2ème et 3ème tranches)",122,"REYNIER Franck",26,"Député",2012,"Franck","Reynier","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331442.asp","http://www.nosdeputes.fr/franck-reynier","http://www.nosdeputes.fr/franck-reynier/xml"
"ALLARMONT",88,8419,"La réfection des réseaux d'eau potable et d'eaux usées et de l'égout de la fontaine Mathieu",122,"ACCOYER Bernard",74,"Député",2012,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"ALLEINS",13,3000,"Le déplacement de l'oratoire Saint-Roch",122,"REYNES Bernard",13,"Député",2011,"Bernard","Reynès","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330788.asp","http://www.nosdeputes.fr/bernard-reynes","http://www.nosdeputes.fr/bernard-reynes/xml"
"ALLEX",26,5857,"L'installation d'un sanitaire public",122,"MARITON Hervé",26,"Député",2012,"Hervé","Mariton","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2083.asp","http://www.nosdeputes.fr/herve-mariton","http://www.nosdeputes.fr/herve-mariton/xml"
"ALLIBAUDIERES",10,5700,"L'aménagement de voirie et de trottoirs, route de Champigny",122,"DHUICQ Nicolas",10,"Député",2012,"Nicolas","Dhuicq","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267178.asp","http://www.nosdeputes.fr/nicolas-dhuicq","http://www.nosdeputes.fr/nicolas-dhuicq/xml"
"ALLONZIER-LA-CAILLE",74,13180,"La construction d'un local pour les services techniques",122,"ACCOYER Bernard",74,"Député",2011,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"ALLONZIER-LA-CAILLE",74,35427,"L'aménagement d'une bibliothèque municipale",122,"ACCOYER Bernard",74,"Député",2012,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"ALLOUE",16,366,"La construction d'une reproduction de l'ancienne gare à son emplacement d'origine",122,"LAMBERT Jérôme",16,"Député",2013,"Jérôme","Lambert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1809.asp","http://www.nosdeputes.fr/jerome-lambert","http://www.nosdeputes.fr/jerome-lambert/xml"
"ALMENECHES",61,12971,"La restauration de l'Abbatiale Sainte-Opportune (2ème tranche)",122,"BASSOT Sylvia",61,"Député",2012,"Sylvia","Bassot","F","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/390.asp","http://2007-2012.nosdeputes.fr/sylvia-bassot","http://2007-2012.nosdeputes.fr/sylvia-bassot/xml"
"ALSTING",57,10000,"La mise aux normes de l'école primaire et son regroupement avec l'école maternelle",122,"LANG Pierre",57,"Député",2011,"Pierre","Lang","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1822.asp","http://2007-2012.nosdeputes.fr/pierre-lang","http://2007-2012.nosdeputes.fr/pierre-lang/xml"
"ALTORF",67,10000,"La réhabilitation et l'extension de la mairie",122,"FERRY Alain",67,"Député",2011,"Alain","Ferry","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1304.asp","http://2007-2012.nosdeputes.fr/alain-ferry","http://2007-2012.nosdeputes.fr/alain-ferry/xml"
"ALUZE",71,9000,"La restauration du clocher",122,"ANCIAUX Jean-Paul",71,"Député",2012,"Jean-Paul","Anciaux","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/265.asp","http://2007-2012.nosdeputes.fr/jean-paul-anciaux","http://2007-2012.nosdeputes.fr/jean-paul-anciaux/xml"
"AMANLIS",35,5000,"La rénovation et l'extension des vestiaires de football",122,"MEHAIGNERIE Pierre",35,"Député",2010,"Pierre","Méhaignerie","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/2148.asp","http://2007-2012.nosdeputes.fr/pierre-mehaignerie","http://2007-2012.nosdeputes.fr/pierre-mehaignerie/xml"
"AMANVILLERS",57,4000,"La requalification de la RD 51, route de Lorry, et de la rue des Carrières",122,"FILIPPETTI Aurélie",57,"Député",2011,"Aurélie","Filippetti","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333611.asp","http://www.nosdeputes.fr/aurelie-filippetti","http://www.nosdeputes.fr/aurelie-filippetti/xml"
"AMARENS",81,3000,"L'acquisition de matériel et de mobilier pour la salle de réunion du conseil municipal",122,"VALAX Jacques",81,"Député",2012,"Jacques","Valax","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336112.asp","http://www.nosdeputes.fr/jacques-valax","http://www.nosdeputes.fr/jacques-valax/xml"
"AMAZY",58,1480,"Rénovation et extension de la mairie",122,"PAUL Christian",58,"Député",2007,"Christian","Paul","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2338.asp","http://www.nosdeputes.fr/christian-paul","http://www.nosdeputes.fr/christian-paul/xml"
"AMBARES-ET-LAGRAVE",33,15103,"La restauration du pigeonnier du Guâ",122,"LACUEY Conchita",33,"Député",2011,"Conchita","Lacuey","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1789.asp","http://www.nosdeputes.fr/conchita-lacuey","http://www.nosdeputes.fr/conchita-lacuey/xml"
"AMBERAC",16,1488,"L'aménagement de la voie communale n° 201 à l'entrée du bourg",122,"LAMBERT Jérôme",16,"Député",2013,"Jérôme","Lambert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1809.asp","http://www.nosdeputes.fr/jerome-lambert","http://www.nosdeputes.fr/jerome-lambert/xml"
"AMBERT",63,5000,"L'équipement en matériel de l'espace multi- activités (musique et danse)",122,"CHASSAIGNE André",63,"Député",2012,"André","Chassaigne","H","GDR","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267306.asp","http://www.nosdeputes.fr/andre-chassaigne","http://www.nosdeputes.fr/andre-chassaigne/xml"
"AMBIERLE",42,15000,"L'acquisition et la rénovation de l'ancien bâtiment Casino en vue du maintien d'un commerce de proximité",122,"NICOLIN Yves",42,"Député",2010,"Yves","Nicolin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2277.asp","http://www.nosdeputes.fr/yves-nicolin","http://www.nosdeputes.fr/yves-nicolin/xml"
"AMBLANS-ET-VELOTTE",70,1598,"Le réaménagement d'un bâtiment en bibliothèque",122,"VILLAUME Jean-Michel",70,"Député",2009,"Jean-Michel","Villaumé","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334951.asp","http://www.nosdeputes.fr/jean-michel-villaume","http://www.nosdeputes.fr/jean-michel-villaume/xml"
"AMBUTRIX",1,15000,"La construction d'une nouvelle mairie",122,"de la VERPILLIERE Charles",1,"Député",2011,"Charles de","La Verpillière","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1012.asp","http://www.nosdeputes.fr/charles-de-la-verpilliere","http://www.nosdeputes.fr/charles-de-la-verpilliere/xml"
"AMELECOURT",57,4551,"La construction d'un garage communal avec ateliers techniques",122,"MARTY Alain",57,"Député",2013,"Alain","Marty","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267556.asp","http://www.nosdeputes.fr/alain-marty","http://www.nosdeputes.fr/alain-marty/xml"
"AMPONVILLE",77,2299,"La mise en conformité de l'éclairage de ""la petite ruelle""",122,"JULIA Didier",77,"Député",2012,"Didier","Julia","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1746.asp","http://2007-2012.nosdeputes.fr/didier-julia","http://2007-2012.nosdeputes.fr/didier-julia/xml"
"ANCOURT",76,4780,"La réhabilitation d'un bâtiment communal en local technique",122,"HUREL Sandrine",76,"Député",2011,"Sandrine","Hurel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/304016.asp","http://www.nosdeputes.fr/sandrine-hurel","http://www.nosdeputes.fr/sandrine-hurel/xml"
"ANDAINVILLE",80,1167,"Le remplacement d'un poteau d'incendie, la remise en état des cloches de l'église et d'un terrain, l'amélioration de l'éclairage public et le désamiantage des bâtiments communaux",122,"ACCOYER Bernard",74,"Député",2012,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"ANDANCETTE",26,705,"L'extension et la requalification de l'école élémentaire et la réhabilitation de bâtiments en bibliothéque et salle de réunion",122,"THORAVAL Marie-Hélène",26,"Député",2012,"Marie-Hélène","Thoraval","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/341466.asp","http://2007-2012.nosdeputes.fr/marie-helene-thoraval","http://2007-2012.nosdeputes.fr/marie-helene-thoraval/xml"
"ANDARD",49,750,"L'aménagement de la Grand'Rue (RD 4) et des abords de la mairie",122,"GOUA Marc",49,"Député",2013,"Marc","Goua","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333043.asp","http://www.nosdeputes.fr/marc-goua","http://www.nosdeputes.fr/marc-goua/xml"
"ANDEL",22,10000,"La construction de vestiaires et d'un garage pour les services techniques",122,"LE FUR Marc",22,"Député",2012,"Marc","Le Fur","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1874.asp","http://www.nosdeputes.fr/marc-le-fur","http://www.nosdeputes.fr/marc-le-fur/xml"
"ANDELARRE",70,727,"L'aménagement des réseaux d'eau potable et d'assainissement (tranches ferme et conditionnelle)",122,"JOYANDET Alain",70,"Député",2011,"Alain","Joyandet","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1744.asp","http://2007-2012.nosdeputes.fr/alain-joyandet","http://2007-2012.nosdeputes.fr/alain-joyandet/xml"
"ANDELOT-BLANCHEVILLE",52,309,"Travaux d'embellissement du village",122,"CORNUT-GENTILLE François",52,"Député",2011,"François","Cornut-Gentille","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/923.asp","http://www.nosdeputes.fr/francois-cornut-gentille","http://www.nosdeputes.fr/francois-cornut-gentille/xml"
"ANDERT-CONDON",1,1110,"L'acquisition d'un terrain destiné à l'aménagement d'un parking",122,"BLANC Etienne",1,"Député",2009,"Étienne","Blanc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267075.asp","http://www.nosdeputes.fr/etienne-blanc","http://www.nosdeputes.fr/etienne-blanc/xml"
"ANDOINS",64,6462,"La restructuration de la voirie (programme 2012)",122,"BAYROU François",64,"Député",2012,"François","Bayrou","H","NI","http://www.assemblee-nationale.fr/13/tribun/fiches_id/410.asp","http://2007-2012.nosdeputes.fr/francois-bayrou","http://2007-2012.nosdeputes.fr/francois-bayrou/xml"
"ANGERVILLE-LA-CAMPAGNE",27,2000,"L'acquisition de matériel de tonte",122,"LE MAIRE Bruno",27,"Député",2013,"Bruno","Le Maire","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/331481.asp","http://www.nosdeputes.fr/bruno-le-maire","http://www.nosdeputes.fr/bruno-le-maire/xml"
"ANGERVILLIERS",91,12864,"La création d'un commerce multiservices, place des Copains d'Abord",122,"COLOT Geneviève",91,"Député",2011,"Geneviève","Colot","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/911.asp","http://2007-2012.nosdeputes.fr/genevieve-colot","http://2007-2012.nosdeputes.fr/genevieve-colot/xml"
"ANGICOURT",60,6200,"La réhabilitation de l'ancien bâtiment des pompiers en vue d'y créer un commerce rural multiservices (travaux supplémentaires)",122,"COURTIAL Edouard",60,"Député",2013,"Édouard","Courtial","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267743.asp","http://www.nosdeputes.fr/edouard-courtial","http://www.nosdeputes.fr/edouard-courtial/xml"
"ANGLARS-DE-SAINT-FLOUR",15,9695,"L'aménagement de l'éclairage public aux villages du Cros et d'Orceyrettes",122,"MARLEIX Alain",15,"Député",2011,"Alain","Marleix","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2084.asp","http://www.nosdeputes.fr/alain-marleix","http://www.nosdeputes.fr/alain-marleix/xml"
"ANGLURE",51,1702,"L'extension de la salle communale",122,"de COURSON Charles",51,"Député",2012,"Charles de","Courson","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/942.asp","http://www.nosdeputes.fr/charles-de-courson","http://www.nosdeputes.fr/charles-de-courson/xml"
